A_Drug_ID,A_Drug_Name,B_Drug_ID,B_Drug_Name,Mechanism_Category
D0668,Flucytosine,D1442,Salsalate,Affected excretion pathways
D0668,Flucytosine,D1542,Telavancin,Affected excretion pathways
D0668,Flucytosine,D1549,Temsirolimus,Affected excretion pathways
D0476,Diclofenac,D1241,Pemetrexed,Affected excretion pathways
D0645,Fenoprofen,D1241,Pemetrexed,Affected excretion pathways
D0800,Indomethacin,D1241,Pemetrexed,Affected excretion pathways
D0882,Ketorolac,D1241,Pemetrexed,Affected excretion pathways
D1097,Nabumetone,D1241,Pemetrexed,Affected excretion pathways
D1300,Piroxicam,D1241,Pemetrexed,Affected excretion pathways
D1520,Sulindac,D1241,Pemetrexed,Affected excretion pathways
D1606,Tolmetin,D1241,Pemetrexed,Affected excretion pathways
D1674,Valdecoxib,D1241,Pemetrexed,Affected excretion pathways
D1241,Pemetrexed,D0210,Bromfenac,Affected excretion pathways
D1241,Pemetrexed,D0331,Choline salicylate,Affected excretion pathways
D1241,Pemetrexed,D0489,Diflunisal,Affected excretion pathways
D1241,Pemetrexed,D0624,Etodolac,Affected excretion pathways
D1241,Pemetrexed,D0680,Flurbiprofen,Affected excretion pathways
D1241,Pemetrexed,D0881,Ketoprofen,Affected excretion pathways
D1241,Pemetrexed,D0988,Meclofenamic acid,Affected excretion pathways
D1241,Pemetrexed,D0991,Mefenamic acid,Affected excretion pathways
D1241,Pemetrexed,D0995,Meloxicam,Affected excretion pathways
D1241,Pemetrexed,D1196,Oxaprozin,Affected excretion pathways
D1241,Pemetrexed,D1272,Phenyl salicylate,Affected excretion pathways
D1241,Pemetrexed,D1274,Phenylbutazone,Affected excretion pathways
D1241,Pemetrexed,D1439,Salicylic acid (sodium),Affected excretion pathways
D1241,Pemetrexed,D1442,Salsalate,Affected excretion pathways
D0298,Celecoxib,D1241,Pemetrexed,Affected excretion pathways
D1241,Pemetrexed,D1109,Naproxen,Affected excretion pathways
D1241,Pemetrexed,D0017,Acetylsalicylic acid,Affected excretion pathways
D1631,Triamterene,D0337,Cimetidine,Affected excretion pathways
D0513,Dofetilide,D0058,Amiloride,Affected excretion pathways
D0513,Dofetilide,D0058,Amiloride,Affected excretion pathways
D0513,Dofetilide,D1631,Triamterene,Affected excretion pathways
D0513,Dofetilide,D1631,Triamterene,Affected excretion pathways
D0513,Dofetilide,D1015,Metformin,Affected excretion pathways
D0513,Dofetilide,D1015,Metformin,Affected excretion pathways
D0217,Bumetanide,D1165,Ofloxacin,Affected excretion pathways
D1672,Valaciclovir,D1341,Probenecid,Affected excretion pathways
D0635,Famciclovir,D1341,Probenecid,Affected excretion pathways
D0419,Dapsone,D1341,Probenecid,Affected excretion pathways
D0636,Famotidine,D1341,Probenecid,Affected excretion pathways
D1343,Procainamide,D1165,Ofloxacin,Affected excretion pathways
D1381,Ranitidine,D1343,Procainamide,Affected excretion pathways
D1382,Ranitidine (bismuth citrate),D1343,Procainamide,Affected excretion pathways
