A_Drug_ID,A_Drug_Name,B_Drug_ID,B_Drug_Name,Mechanism_Category
D0085,Anakinra,D1156,Norgestimate,Affected intra/extra-hepatic metabolism
D0085,Anakinra,D1157,Norgestrel,Affected intra/extra-hepatic metabolism
D0085,Anakinra,D1169,Oliceridine,Affected intra/extra-hepatic metabolism
D0085,Anakinra,D1201,Oxtriphylline,Affected intra/extra-hepatic metabolism
D0085,Anakinra,D1265,Phenobarbital,Affected intra/extra-hepatic metabolism
D0085,Anakinra,D1283,Phenytoin,Affected intra/extra-hepatic metabolism
D0085,Anakinra,D1340,Primidone,Affected intra/extra-hepatic metabolism
D0085,Anakinra,D1343,Procainamide,Affected intra/extra-hepatic metabolism
D0085,Anakinra,D1353,Propafenone,Affected intra/extra-hepatic metabolism
D0085,Anakinra,D1371,Quinidine,Affected intra/extra-hepatic metabolism
D0085,Anakinra,D1417,Rivaroxaban,Affected intra/extra-hepatic metabolism
D0085,Anakinra,D1473,Simvastatin,Affected intra/extra-hepatic metabolism
D0085,Anakinra,D1512,Sufentanil,Affected intra/extra-hepatic metabolism
D0085,Anakinra,D1570,Theophylline,Affected intra/extra-hepatic metabolism
D0085,Anakinra,D1632,Triazolam,Affected intra/extra-hepatic metabolism
D0085,Anakinra,D1711,Warfarin,Affected intra/extra-hepatic metabolism
D0246,Canakinumab,D0096,Apixaban,Affected intra/extra-hepatic metabolism
D0246,Canakinumab,D0161,Benzhydrocodone,Affected intra/extra-hepatic metabolism
D0246,Canakinumab,D0485,Dienogest,Affected intra/extra-hepatic metabolism
D0246,Canakinumab,D0911,Levamlodipine,Affected intra/extra-hepatic metabolism
D0246,Canakinumab,D1157,Norgestrel,Affected intra/extra-hepatic metabolism
D0246,Canakinumab,D1169,Oliceridine,Affected intra/extra-hepatic metabolism
D0246,Canakinumab,D1417,Rivaroxaban,Affected intra/extra-hepatic metabolism
D0304,Certolizumab pegol,D0161,Benzhydrocodone,Affected intra/extra-hepatic metabolism
D0304,Certolizumab pegol,D0485,Dienogest,Affected intra/extra-hepatic metabolism
D0304,Certolizumab pegol,D0911,Levamlodipine,Affected intra/extra-hepatic metabolism
D0304,Certolizumab pegol,D1157,Norgestrel,Affected intra/extra-hepatic metabolism
D0304,Certolizumab pegol,D1169,Oliceridine,Affected intra/extra-hepatic metabolism
D0564,Emapalumab,D0161,Benzhydrocodone,Affected intra/extra-hepatic metabolism
D0564,Emapalumab,D1169,Oliceridine,Affected intra/extra-hepatic metabolism
D0614,Etanercept,D0045,Alprazolam,Affected intra/extra-hepatic metabolism
D0614,Etanercept,D0064,Aminophylline,Affected intra/extra-hepatic metabolism
D0614,Etanercept,D0066,Amiodarone,Affected intra/extra-hepatic metabolism
D0614,Etanercept,D0069,Amlodipine,Affected intra/extra-hepatic metabolism
D0614,Etanercept,D0096,Apixaban,Affected intra/extra-hepatic metabolism
D0614,Etanercept,D0120,Atorvastatin,Affected intra/extra-hepatic metabolism
D0614,Etanercept,D0161,Benzhydrocodone,Affected intra/extra-hepatic metabolism
D0614,Etanercept,D0219,Buprenorphine,Affected intra/extra-hepatic metabolism
D0614,Etanercept,D0255,Carbamazepine,Affected intra/extra-hepatic metabolism
D0614,Etanercept,D0356,Clobazam,Affected intra/extra-hepatic metabolism
D0614,Etanercept,D0362,Clonazepam,Affected intra/extra-hepatic metabolism
D0614,Etanercept,D0473,Diazepam,Affected intra/extra-hepatic metabolism
D0614,Etanercept,D0481,Dicoumarol,Affected intra/extra-hepatic metabolism
D0614,Etanercept,D0485,Dienogest,Affected intra/extra-hepatic metabolism
D0614,Etanercept,D0508,Disopyramide,Affected intra/extra-hepatic metabolism
D0614,Etanercept,D0536,Drospirenone,Affected intra/extra-hepatic metabolism
D0614,Etanercept,D0619,Ethinylestradiol,Affected intra/extra-hepatic metabolism
D0614,Etanercept,D0620,Ethosuximide,Affected intra/extra-hepatic metabolism
D0614,Etanercept,D0626,Etonogestrel,Affected intra/extra-hepatic metabolism
D0614,Etanercept,D0640,Felodipine,Affected intra/extra-hepatic metabolism
D0614,Etanercept,D0646,Fentanyl,Affected intra/extra-hepatic metabolism
D0614,Etanercept,D0664,Flecainide,Affected intra/extra-hepatic metabolism
D0614,Etanercept,D0697,Fosphenytoin,Affected intra/extra-hepatic metabolism
D0614,Etanercept,D0772,Hydrocodone,Affected intra/extra-hepatic metabolism
D0614,Etanercept,D0865,Isradipine,Affected intra/extra-hepatic metabolism
D0614,Etanercept,D0911,Levamlodipine,Affected intra/extra-hepatic metabolism
D0614,Etanercept,D0922,Levonorgestrel,Affected intra/extra-hepatic metabolism
D0614,Etanercept,D0927,Lidocaine,Affected intra/extra-hepatic metabolism
D0614,Etanercept,D0956,Lovastatin,Affected intra/extra-hepatic metabolism
D0614,Etanercept,D0990,Medroxyprogesterone acetate,Affected intra/extra-hepatic metabolism
D0614,Etanercept,D1003,Mephenytoin,Affected intra/extra-hepatic metabolism
D0614,Etanercept,D1017,Methadone,Affected intra/extra-hepatic metabolism
D0614,Etanercept,D1040,Methylphenobarbital,Affected intra/extra-hepatic metabolism
D0614,Etanercept,D1054,Mexiletine,Affected intra/extra-hepatic metabolism
D0614,Etanercept,D1060,Midazolam,Affected intra/extra-hepatic metabolism
D0614,Etanercept,D1130,Nicardipine,Affected intra/extra-hepatic metabolism
D0614,Etanercept,D1134,Nifedipine,Affected intra/extra-hepatic metabolism
D0614,Etanercept,D1138,Nimodipine,Affected intra/extra-hepatic metabolism
D0614,Etanercept,D1141,Nisoldipine,Affected intra/extra-hepatic metabolism
D0614,Etanercept,D1154,Norethisterone,Affected intra/extra-hepatic metabolism
D0614,Etanercept,D1156,Norgestimate,Affected intra/extra-hepatic metabolism
D0614,Etanercept,D1157,Norgestrel,Affected intra/extra-hepatic metabolism
D0614,Etanercept,D1169,Oliceridine,Affected intra/extra-hepatic metabolism
D0614,Etanercept,D1201,Oxtriphylline,Affected intra/extra-hepatic metabolism
D0614,Etanercept,D1203,Oxycodone,Affected intra/extra-hepatic metabolism
D0614,Etanercept,D1265,Phenobarbital,Affected intra/extra-hepatic metabolism
D0614,Etanercept,D1283,Phenytoin,Affected intra/extra-hepatic metabolism
D0614,Etanercept,D1340,Primidone,Affected intra/extra-hepatic metabolism
D0614,Etanercept,D1343,Procainamide,Affected intra/extra-hepatic metabolism
D0614,Etanercept,D1353,Propafenone,Affected intra/extra-hepatic metabolism
D0614,Etanercept,D1371,Quinidine,Affected intra/extra-hepatic metabolism
D0614,Etanercept,D1417,Rivaroxaban,Affected intra/extra-hepatic metabolism
D0614,Etanercept,D1473,Simvastatin,Affected intra/extra-hepatic metabolism
D0614,Etanercept,D1512,Sufentanil,Affected intra/extra-hepatic metabolism
D0614,Etanercept,D1570,Theophylline,Affected intra/extra-hepatic metabolism
D0614,Etanercept,D1632,Triazolam,Affected intra/extra-hepatic metabolism
D0614,Etanercept,D1711,Warfarin,Affected intra/extra-hepatic metabolism
D0736,Golimumab,D0161,Benzhydrocodone,Affected intra/extra-hepatic metabolism
D0736,Golimumab,D0485,Dienogest,Affected intra/extra-hepatic metabolism
D0736,Golimumab,D0911,Levamlodipine,Affected intra/extra-hepatic metabolism
D0736,Golimumab,D1157,Norgestrel,Affected intra/extra-hepatic metabolism
D0736,Golimumab,D1169,Oliceridine,Affected intra/extra-hepatic metabolism
D0747,Guselkumab,D0161,Benzhydrocodone,Affected intra/extra-hepatic metabolism
D0747,Guselkumab,D1169,Oliceridine,Affected intra/extra-hepatic metabolism
D0802,Infliximab,D0045,Alprazolam,Affected intra/extra-hepatic metabolism
D0802,Infliximab,D0064,Aminophylline,Affected intra/extra-hepatic metabolism
D0802,Infliximab,D0066,Amiodarone,Affected intra/extra-hepatic metabolism
D0802,Infliximab,D0069,Amlodipine,Affected intra/extra-hepatic metabolism
D0802,Infliximab,D0096,Apixaban,Affected intra/extra-hepatic metabolism
D0802,Infliximab,D0120,Atorvastatin,Affected intra/extra-hepatic metabolism
D0802,Infliximab,D0161,Benzhydrocodone,Affected intra/extra-hepatic metabolism
D0802,Infliximab,D0219,Buprenorphine,Affected intra/extra-hepatic metabolism
D0802,Infliximab,D0255,Carbamazepine,Affected intra/extra-hepatic metabolism
D0802,Infliximab,D0356,Clobazam,Affected intra/extra-hepatic metabolism
D0802,Infliximab,D0362,Clonazepam,Affected intra/extra-hepatic metabolism
D0802,Infliximab,D0450,Desogestrel,Affected intra/extra-hepatic metabolism
D0802,Infliximab,D0473,Diazepam,Affected intra/extra-hepatic metabolism
D0802,Infliximab,D0485,Dienogest,Affected intra/extra-hepatic metabolism
D0802,Infliximab,D0508,Disopyramide,Affected intra/extra-hepatic metabolism
D0802,Infliximab,D0536,Drospirenone,Affected intra/extra-hepatic metabolism
D0802,Infliximab,D0619,Ethinylestradiol,Affected intra/extra-hepatic metabolism
D0802,Infliximab,D0620,Ethosuximide,Affected intra/extra-hepatic metabolism
D0802,Infliximab,D0640,Felodipine,Affected intra/extra-hepatic metabolism
D0802,Infliximab,D0646,Fentanyl,Affected intra/extra-hepatic metabolism
D0802,Infliximab,D0664,Flecainide,Affected intra/extra-hepatic metabolism
D0802,Infliximab,D0697,Fosphenytoin,Affected intra/extra-hepatic metabolism
D0802,Infliximab,D0772,Hydrocodone,Affected intra/extra-hepatic metabolism
D0802,Infliximab,D0865,Isradipine,Affected intra/extra-hepatic metabolism
D0802,Infliximab,D0911,Levamlodipine,Affected intra/extra-hepatic metabolism
D0802,Infliximab,D0922,Levonorgestrel,Affected intra/extra-hepatic metabolism
D0802,Infliximab,D0927,Lidocaine,Affected intra/extra-hepatic metabolism
D0802,Infliximab,D0956,Lovastatin,Affected intra/extra-hepatic metabolism
D0802,Infliximab,D0990,Medroxyprogesterone acetate,Affected intra/extra-hepatic metabolism
D0802,Infliximab,D1003,Mephenytoin,Affected intra/extra-hepatic metabolism
D0802,Infliximab,D1017,Methadone,Affected intra/extra-hepatic metabolism
D0802,Infliximab,D1040,Methylphenobarbital,Affected intra/extra-hepatic metabolism
D0802,Infliximab,D1054,Mexiletine,Affected intra/extra-hepatic metabolism
D0802,Infliximab,D1060,Midazolam,Affected intra/extra-hepatic metabolism
D0802,Infliximab,D1130,Nicardipine,Affected intra/extra-hepatic metabolism
D0802,Infliximab,D1134,Nifedipine,Affected intra/extra-hepatic metabolism
D0802,Infliximab,D1138,Nimodipine,Affected intra/extra-hepatic metabolism
D0802,Infliximab,D1141,Nisoldipine,Affected intra/extra-hepatic metabolism
D0802,Infliximab,D1154,Norethisterone,Affected intra/extra-hepatic metabolism
D0802,Infliximab,D1156,Norgestimate,Affected intra/extra-hepatic metabolism
D0802,Infliximab,D1157,Norgestrel,Affected intra/extra-hepatic metabolism
D0802,Infliximab,D1169,Oliceridine,Affected intra/extra-hepatic metabolism
D0802,Infliximab,D1201,Oxtriphylline,Affected intra/extra-hepatic metabolism
D0802,Infliximab,D1203,Oxycodone,Affected intra/extra-hepatic metabolism
D0802,Infliximab,D1265,Phenobarbital,Affected intra/extra-hepatic metabolism
D0802,Infliximab,D1283,Phenytoin,Affected intra/extra-hepatic metabolism
D0802,Infliximab,D1340,Primidone,Affected intra/extra-hepatic metabolism
D0802,Infliximab,D1343,Procainamide,Affected intra/extra-hepatic metabolism
D0802,Infliximab,D1353,Propafenone,Affected intra/extra-hepatic metabolism
D0802,Infliximab,D1371,Quinidine,Affected intra/extra-hepatic metabolism
D0802,Infliximab,D1417,Rivaroxaban,Affected intra/extra-hepatic metabolism
D0802,Infliximab,D1473,Simvastatin,Affected intra/extra-hepatic metabolism
D0802,Infliximab,D1512,Sufentanil,Affected intra/extra-hepatic metabolism
D0802,Infliximab,D1570,Theophylline,Affected intra/extra-hepatic metabolism
D0802,Infliximab,D1632,Triazolam,Affected intra/extra-hepatic metabolism
D0802,Infliximab,D1711,Warfarin,Affected intra/extra-hepatic metabolism
D0875,Ixekizumab,D0161,Benzhydrocodone,Affected intra/extra-hepatic metabolism
D0875,Ixekizumab,D1169,Oliceridine,Affected intra/extra-hepatic metabolism
D0875,Ixekizumab,D1688,Venetoclax,Affected intra/extra-hepatic metabolism
D1403,Rilonacept,D0096,Apixaban,Affected intra/extra-hepatic metabolism
D1403,Rilonacept,D0161,Benzhydrocodone,Affected intra/extra-hepatic metabolism
D1403,Rilonacept,D0485,Dienogest,Affected intra/extra-hepatic metabolism
D1403,Rilonacept,D0911,Levamlodipine,Affected intra/extra-hepatic metabolism
D1403,Rilonacept,D1157,Norgestrel,Affected intra/extra-hepatic metabolism
D1403,Rilonacept,D1169,Oliceridine,Affected intra/extra-hepatic metabolism
D1447,Sarilumab,D0161,Benzhydrocodone,Affected intra/extra-hepatic metabolism
D1447,Sarilumab,D1169,Oliceridine,Affected intra/extra-hepatic metabolism
D1454,Secukinumab,D0161,Benzhydrocodone,Affected intra/extra-hepatic metabolism
D1454,Secukinumab,D0485,Dienogest,Affected intra/extra-hepatic metabolism
D1454,Secukinumab,D0911,Levamlodipine,Affected intra/extra-hepatic metabolism
D1454,Secukinumab,D1157,Norgestrel,Affected intra/extra-hepatic metabolism
D1454,Secukinumab,D1169,Oliceridine,Affected intra/extra-hepatic metabolism
D1454,Secukinumab,D1688,Venetoclax,Affected intra/extra-hepatic metabolism
D1467,Siltuximab,D0161,Benzhydrocodone,Affected intra/extra-hepatic metabolism
D1467,Siltuximab,D0485,Dienogest,Affected intra/extra-hepatic metabolism
D1467,Siltuximab,D0911,Levamlodipine,Affected intra/extra-hepatic metabolism
D1467,Siltuximab,D1157,Norgestrel,Affected intra/extra-hepatic metabolism
D1467,Siltuximab,D1169,Oliceridine,Affected intra/extra-hepatic metabolism
D1467,Siltuximab,D1688,Venetoclax,Affected intra/extra-hepatic metabolism
D1599,Tocilizumab,D0096,Apixaban,Affected intra/extra-hepatic metabolism
D1599,Tocilizumab,D0161,Benzhydrocodone,Affected intra/extra-hepatic metabolism
D1599,Tocilizumab,D0485,Dienogest,Affected intra/extra-hepatic metabolism
D1599,Tocilizumab,D0911,Levamlodipine,Affected intra/extra-hepatic metabolism
D1599,Tocilizumab,D1157,Norgestrel,Affected intra/extra-hepatic metabolism
D1599,Tocilizumab,D1169,Oliceridine,Affected intra/extra-hepatic metabolism
D1599,Tocilizumab,D1688,Venetoclax,Affected intra/extra-hepatic metabolism
D1671,Ustekinumab,D0096,Apixaban,Affected intra/extra-hepatic metabolism
D1671,Ustekinumab,D0161,Benzhydrocodone,Affected intra/extra-hepatic metabolism
D1671,Ustekinumab,D0485,Dienogest,Affected intra/extra-hepatic metabolism
D1671,Ustekinumab,D0911,Levamlodipine,Affected intra/extra-hepatic metabolism
D1671,Ustekinumab,D1157,Norgestrel,Affected intra/extra-hepatic metabolism
D1671,Ustekinumab,D1169,Oliceridine,Affected intra/extra-hepatic metabolism
D1671,Ustekinumab,D1417,Rivaroxaban,Affected intra/extra-hepatic metabolism
D0045,Alprazolam,D0246,Canakinumab,Affected intra/extra-hepatic metabolism
D0045,Alprazolam,D0304,Certolizumab pegol,Affected intra/extra-hepatic metabolism
D0045,Alprazolam,D0564,Emapalumab,Affected intra/extra-hepatic metabolism
D0045,Alprazolam,D0736,Golimumab,Affected intra/extra-hepatic metabolism
D0045,Alprazolam,D0747,Guselkumab,Affected intra/extra-hepatic metabolism
D0045,Alprazolam,D0875,Ixekizumab,Affected intra/extra-hepatic metabolism
