A_Drug_ID,A_Drug_Name,B_Drug_ID,B_Drug_Name,Mechanism_Category
D1711,Warfarin,D0619,Ethinylestradiol,Pharmacodynamic antagonistic effects
D1711,Warfarin,D1011,Mestranol,Pharmacodynamic antagonistic effects
D1711,Warfarin,D1370,Quinestrol,Pharmacodynamic antagonistic effects
D1711,Warfarin,D0606,Estradiol,Pharmacodynamic antagonistic effects
D1711,Warfarin,D0607,Estradiol (topical),Pharmacodynamic antagonistic effects
D0087,Anisindione,D0408,Daclatasvir,Pharmacodynamic antagonistic effects
D0087,Anisindione,D0556,Elbasvir,Pharmacodynamic antagonistic effects
D0087,Anisindione,D1471,Simeprevir,Pharmacodynamic antagonistic effects
D0087,Anisindione,D1490,Sofosbuvir,Pharmacodynamic antagonistic effects
D0481,Dicoumarol,D0408,Daclatasvir,Pharmacodynamic antagonistic effects
D0481,Dicoumarol,D0556,Elbasvir,Pharmacodynamic antagonistic effects
D0481,Dicoumarol,D0898,Ledipasvir,Pharmacodynamic antagonistic effects
D0481,Dicoumarol,D1471,Simeprevir,Pharmacodynamic antagonistic effects
D0481,Dicoumarol,D1490,Sofosbuvir,Pharmacodynamic antagonistic effects
D0481,Dicoumarol,D1686,Velpatasvir,Pharmacodynamic antagonistic effects
D1711,Warfarin,D0192,Boceprevir,Pharmacodynamic antagonistic effects
D1711,Warfarin,D0408,Daclatasvir,Pharmacodynamic antagonistic effects
D1711,Warfarin,D0556,Elbasvir,Pharmacodynamic antagonistic effects
D1711,Warfarin,D1471,Simeprevir,Pharmacodynamic antagonistic effects
D1711,Warfarin,D1490,Sofosbuvir,Pharmacodynamic antagonistic effects
D1711,Warfarin,D1541,Telaprevir,Pharmacodynamic antagonistic effects
D0136,Azathioprine,D0087,Anisindione,Pharmacodynamic antagonistic effects
D1007,Mercaptopurine,D0087,Anisindione,Pharmacodynamic antagonistic effects
D0481,Dicoumarol,D0136,Azathioprine,Pharmacodynamic antagonistic effects
D0481,Dicoumarol,D1007,Mercaptopurine,Pharmacodynamic antagonistic effects
D1711,Warfarin,D0136,Azathioprine,Pharmacodynamic antagonistic effects
D1711,Warfarin,D1007,Mercaptopurine,Pharmacodynamic antagonistic effects
D0481,Dicoumarol,D1284,Phylloquinone,Pharmacodynamic antagonistic effects
D1284,Phylloquinone,D0087,Anisindione,Pharmacodynamic antagonistic effects
D1711,Warfarin,D1284,Phylloquinone,Pharmacodynamic antagonistic effects
D0047,Alteplase,D1741,Aprotinin,Pharmacodynamic antagonistic effects
D1395,Reteplase,D1741,Aprotinin,Pharmacodynamic antagonistic effects
D1550,Tenecteplase,D1741,Aprotinin,Pharmacodynamic antagonistic effects
D0096,Apixaban,D0373,Coagulation factor X human,Pharmacodynamic antagonistic effects
D0176,Betrixaban,D0373,Coagulation factor X human,Pharmacodynamic antagonistic effects
D0551,Edoxaban,D0373,Coagulation factor X human,Pharmacodynamic antagonistic effects
D0690,Fondaparinux,D0373,Coagulation factor X human,Pharmacodynamic antagonistic effects
D1417,Rivaroxaban,D0373,Coagulation factor X human,Pharmacodynamic antagonistic effects
D0047,Alteplase,D0385,Conestat alfa,Pharmacodynamic antagonistic effects
D0047,Alteplase,D0762,Human C1-esterase inhibitor,Pharmacodynamic antagonistic effects
D0088,Anistreplase,D0385,Conestat alfa,Pharmacodynamic antagonistic effects
D0088,Anistreplase,D0762,Human C1-esterase inhibitor,Pharmacodynamic antagonistic effects
D1395,Reteplase,D0385,Conestat alfa,Pharmacodynamic antagonistic effects
D1395,Reteplase,D0762,Human C1-esterase inhibitor,Pharmacodynamic antagonistic effects
D1506,Streptokinase,D0385,Conestat alfa,Pharmacodynamic antagonistic effects
D1506,Streptokinase,D0762,Human C1-esterase inhibitor,Pharmacodynamic antagonistic effects
D1550,Tenecteplase,D0385,Conestat alfa,Pharmacodynamic antagonistic effects
D1669,Urokinase,D0385,Conestat alfa,Pharmacodynamic antagonistic effects
D1669,Urokinase,D0762,Human C1-esterase inhibitor,Pharmacodynamic antagonistic effects
D0047,Alteplase,D0060,Aminocaproic acid,Pharmacodynamic antagonistic effects
D0047,Alteplase,D1619,Tranexamic acid,Pharmacodynamic antagonistic effects
D0088,Anistreplase,D0060,Aminocaproic acid,Pharmacodynamic antagonistic effects
D0088,Anistreplase,D1619,Tranexamic acid,Pharmacodynamic antagonistic effects
D1395,Reteplase,D0060,Aminocaproic acid,Pharmacodynamic antagonistic effects
D1395,Reteplase,D1619,Tranexamic acid,Pharmacodynamic antagonistic effects
D1506,Streptokinase,D0060,Aminocaproic acid,Pharmacodynamic antagonistic effects
D1506,Streptokinase,D1619,Tranexamic acid,Pharmacodynamic antagonistic effects
D1550,Tenecteplase,D0060,Aminocaproic acid,Pharmacodynamic antagonistic effects
D1550,Tenecteplase,D1619,Tranexamic acid,Pharmacodynamic antagonistic effects
D1669,Urokinase,D0060,Aminocaproic acid,Pharmacodynamic antagonistic effects
D1669,Urokinase,D1619,Tranexamic acid,Pharmacodynamic antagonistic effects
D0087,Anisindione,D1160,Obeticholic acid,Pharmacodynamic antagonistic effects
D0481,Dicoumarol,D1160,Obeticholic acid,Pharmacodynamic antagonistic effects
D1711,Warfarin,D1160,Obeticholic acid,Pharmacodynamic antagonistic effects
D1609,Topiramate,D0087,Anisindione,Pharmacodynamic antagonistic effects
D0481,Dicoumarol,D1609,Topiramate,Pharmacodynamic antagonistic effects
D1609,Topiramate,D1711,Warfarin,Pharmacodynamic antagonistic effects
D0087,Anisindione,D0723,Ginseng,Pharmacodynamic antagonistic effects
D0481,Dicoumarol,D0723,Ginseng,Pharmacodynamic antagonistic effects
D1711,Warfarin,D0723,Ginseng,Pharmacodynamic antagonistic effects
D0863,Isotretinoin,D0087,Anisindione,Pharmacodynamic antagonistic effects
D0481,Dicoumarol,D0863,Isotretinoin,Pharmacodynamic antagonistic effects
D1711,Warfarin,D0863,Isotretinoin,Pharmacodynamic antagonistic effects
D1624,Trazodone,D0087,Anisindione,Pharmacodynamic antagonistic effects
D0481,Dicoumarol,D1624,Trazodone,Pharmacodynamic antagonistic effects
D1624,Trazodone,D1711,Warfarin,Pharmacodynamic antagonistic effects
D1397,Ribavirin,D0087,Anisindione,Pharmacodynamic antagonistic effects
D0481,Dicoumarol,D1397,Ribavirin,Pharmacodynamic antagonistic effects
D1711,Warfarin,D1397,Ribavirin,Pharmacodynamic antagonistic effects
D1501,Spironolactone,D0087,Anisindione,Pharmacodynamic antagonistic effects
D0481,Dicoumarol,D1501,Spironolactone,Pharmacodynamic antagonistic effects
D1501,Spironolactone,D1711,Warfarin,Pharmacodynamic antagonistic effects
D1146,Nitroglycerin,D0753,Heparin,Pharmacodynamic antagonistic effects
D0087,Anisindione,D1311,Polythiazide,Pharmacodynamic antagonistic effects
D0481,Dicoumarol,D0321,Chlorothiazide,Pharmacodynamic antagonistic effects
D0481,Dicoumarol,D0326,Chlorthalidone,Pharmacodynamic antagonistic effects
D0481,Dicoumarol,D0771,Hydrochlorothiazide,Pharmacodynamic antagonistic effects
D0481,Dicoumarol,D0775,Hydroflumethiazide,Pharmacodynamic antagonistic effects
D0481,Dicoumarol,D0798,Indapamide,Pharmacodynamic antagonistic effects
D0481,Dicoumarol,D1048,Metolazone,Pharmacodynamic antagonistic effects
D0481,Dicoumarol,D1311,Polythiazide,Pharmacodynamic antagonistic effects
D1711,Warfarin,D0775,Hydroflumethiazide,Pharmacodynamic antagonistic effects
D1711,Warfarin,D1311,Polythiazide,Pharmacodynamic antagonistic effects
D1711,Warfarin,D1633,Trichlormethiazide,Pharmacodynamic antagonistic effects
D0158,Bendroflumethiazide,D1711,Warfarin,Pharmacodynamic antagonistic effects
D0166,Benzthiazide,D1711,Warfarin,Pharmacodynamic antagonistic effects
D0321,Chlorothiazide,D0087,Anisindione,Pharmacodynamic antagonistic effects
D0326,Chlorthalidone,D0087,Anisindione,Pharmacodynamic antagonistic effects
D0771,Hydrochlorothiazide,D0087,Anisindione,Pharmacodynamic antagonistic effects
D0775,Hydroflumethiazide,D0087,Anisindione,Pharmacodynamic antagonistic effects
D0798,Indapamide,D0087,Anisindione,Pharmacodynamic antagonistic effects
D1048,Metolazone,D0087,Anisindione,Pharmacodynamic antagonistic effects
D1048,Metolazone,D1711,Warfarin,Pharmacodynamic antagonistic effects
D1711,Warfarin,D0798,Indapamide,Pharmacodynamic antagonistic effects
D0326,Chlorthalidone,D1711,Warfarin,Pharmacodynamic antagonistic effects
D1711,Warfarin,D0771,Hydrochlorothiazide,Pharmacodynamic antagonistic effects
D1711,Warfarin,D0321,Chlorothiazide,Pharmacodynamic antagonistic effects
D1429,Rosiglitazone,D0341,Ciprofloxacin,Pharmacodynamic antagonistic effects
D1429,Rosiglitazone,D1334,Prednisone,Pharmacodynamic antagonistic effects
D0925,Levothyroxine,D0730,Glyburide,Pharmacodynamic antagonistic effects
D1429,Rosiglitazone,D1352,Promethazine,Pharmacodynamic antagonistic effects
D0080,Amprenavir,D1392,Repaglinide,Pharmacodynamic antagonistic effects
D0799,Indinavir,D1392,Repaglinide,Pharmacodynamic antagonistic effects
D1119,Nelfinavir,D1392,Repaglinide,Pharmacodynamic antagonistic effects
D1415,Ritonavir,D1392,Repaglinide,Pharmacodynamic antagonistic effects
D1392,Repaglinide,D0116,Atazanavir,Pharmacodynamic antagonistic effects
D1392,Repaglinide,D0426,Darunavir,Pharmacodynamic antagonistic effects
D1392,Repaglinide,D0692,Fosamprenavir,Pharmacodynamic antagonistic effects
D1392,Repaglinide,D1444,Saquinavir,Pharmacodynamic antagonistic effects
D0009,Acarbose,D0712,Gatifloxacin,Pharmacodynamic antagonistic effects
D1801,Glucagon,D0010,Acebutolol,Pharmacodynamic antagonistic effects
D1801,Glucagon,D0117,Atenolol,Pharmacodynamic antagonistic effects
D1801,Glucagon,D0173,Betaxolol,Pharmacodynamic antagonistic effects
D1801,Glucagon,D0174,Betaxolol (ophthalmic),Pharmacodynamic antagonistic effects
D1801,Glucagon,D0188,Bisoprolol,Pharmacodynamic antagonistic effects
D1801,Glucagon,D0265,Carteolol,Pharmacodynamic antagonistic effects
D1801,Glucagon,D0266,Carteolol (ophthalmic),Pharmacodynamic antagonistic effects
D1801,Glucagon,D0267,Carvedilol,Pharmacodynamic antagonistic effects
D1801,Glucagon,D0602,Esmolol,Pharmacodynamic antagonistic effects
D1801,Glucagon,D0884,Labetalol,Pharmacodynamic antagonistic effects
D1801,Glucagon,D0914,Levobetaxolol (ophthalmic),Pharmacodynamic antagonistic effects
D1801,Glucagon,D0915,Levobunolol (ophthalmic),Pharmacodynamic antagonistic effects
D1801,Glucagon,D1045,Metipranolol (ophthalmic),Pharmacodynamic antagonistic effects
D1801,Glucagon,D1049,Metoprolol,Pharmacodynamic antagonistic effects
D1801,Glucagon,D1098,Nadolol,Pharmacodynamic antagonistic effects
D1801,Glucagon,D1244,Penbutolol,Pharmacodynamic antagonistic effects
D1801,Glucagon,D1293,Pindolol,Pharmacodynamic antagonistic effects
D1801,Glucagon,D1357,Propranolol,Pharmacodynamic antagonistic effects
D1801,Glucagon,D1585,Timolol,Pharmacodynamic antagonistic effects
D1801,Glucagon,D1586,Timolol (ophthalmic),Pharmacodynamic antagonistic effects
D1779,Dulaglutide,D0438,Delafloxacin,Pharmacodynamic antagonistic effects
D1782,Ertugliflozin,D0438,Delafloxacin,Pharmacodynamic antagonistic effects
D1784,Exenatide,D0438,Delafloxacin,Pharmacodynamic antagonistic effects
D1784,Exenatide,D0891,Lanreotide,Pharmacodynamic antagonistic effects
D1784,Exenatide,D1230,Pasireotide,Pharmacodynamic antagonistic effects
D0009,Acarbose,D1900,Teprotumumab,Pharmacodynamic antagonistic effects
D0009,Acarbose,D1902,Tesamorelin,Pharmacodynamic antagonistic effects
D0013,Acetohexamide,D1900,Teprotumumab,Pharmacodynamic antagonistic effects
D0013,Acetohexamide,D1902,Tesamorelin,Pharmacodynamic antagonistic effects
D0042,Alogliptin,D1900,Teprotumumab,Pharmacodynamic antagonistic effects
D0042,Alogliptin,D1902,Tesamorelin,Pharmacodynamic antagonistic effects
D0325,Chlorpropamide,D1900,Teprotumumab,Pharmacodynamic antagonistic effects
D0325,Chlorpropamide,D1902,Tesamorelin,Pharmacodynamic antagonistic effects
D0418,Dapagliflozin,D1900,Teprotumumab,Pharmacodynamic antagonistic effects
D0418,Dapagliflozin,D1902,Tesamorelin,Pharmacodynamic antagonistic effects
D1779,Dulaglutide,D0044,Alpelisib,Pharmacodynamic antagonistic effects
D1779,Dulaglutide,D0202,Brexpiprazole,Pharmacodynamic antagonistic effects
D1779,Dulaglutide,D0204,Brigatinib,Pharmacodynamic antagonistic effects
D1779,Dulaglutide,D0232,Calaspargase pegol,Pharmacodynamic antagonistic effects
D1779,Dulaglutide,D0302,Ceritinib,Pharmacodynamic antagonistic effects
D1779,Dulaglutide,D0389,Copanlisib,Pharmacodynamic antagonistic effects
D1779,Dulaglutide,D0436,Deflazacort,Pharmacodynamic antagonistic effects
D1779,Dulaglutide,D0571,Enfortumab vedotin,Pharmacodynamic antagonistic effects
D1779,Dulaglutide,D0605,Esterified estrogens,Pharmacodynamic antagonistic effects
D1779,Dulaglutide,D1157,Norgestrel,Pharmacodynamic antagonistic effects
D1779,Dulaglutide,D1493,Somapacitan,Pharmacodynamic antagonistic effects
D1779,Dulaglutide,D1495,Somatrem,Pharmacodynamic antagonistic effects
D1779,Dulaglutide,D1531,Tagraxofusp,Pharmacodynamic antagonistic effects
D1779,Dulaglutide,D1577,"Thyroid, porcine",Pharmacodynamic antagonistic effects
D1779,Dulaglutide,D1695,Vilanterol,Pharmacodynamic antagonistic effects
D1782,Ertugliflozin,D0044,Alpelisib,Pharmacodynamic antagonistic effects
D1782,Ertugliflozin,D0204,Brigatinib,Pharmacodynamic antagonistic effects
D1782,Ertugliflozin,D0232,Calaspargase pegol,Pharmacodynamic antagonistic effects
D1782,Ertugliflozin,D0389,Copanlisib,Pharmacodynamic antagonistic effects
D1782,Ertugliflozin,D0436,Deflazacort,Pharmacodynamic antagonistic effects
D1782,Ertugliflozin,D0571,Enfortumab vedotin,Pharmacodynamic antagonistic effects
D1782,Ertugliflozin,D1493,Somapacitan,Pharmacodynamic antagonistic effects
D1782,Ertugliflozin,D1531,Tagraxofusp,Pharmacodynamic antagonistic effects
D1784,Exenatide,D0044,Alpelisib,Pharmacodynamic antagonistic effects
D1784,Exenatide,D0112,Asenapine,Pharmacodynamic antagonistic effects
D1784,Exenatide,D0113,Asparaginase Erwinia chrysanthemi,Pharmacodynamic antagonistic effects
D1784,Exenatide,D0199,Brentuximab vedotin,Pharmacodynamic antagonistic effects
D1784,Exenatide,D0202,Brexpiprazole,Pharmacodynamic antagonistic effects
D1784,Exenatide,D0204,Brigatinib,Pharmacodynamic antagonistic effects
D1784,Exenatide,D0232,Calaspargase pegol,Pharmacodynamic antagonistic effects
D1784,Exenatide,D0262,Cariprazine,Pharmacodynamic antagonistic effects
D1784,Exenatide,D0302,Ceritinib,Pharmacodynamic antagonistic effects
D1784,Exenatide,D0389,Copanlisib,Pharmacodynamic antagonistic effects
D1784,Exenatide,D0392,Corticotropin,Pharmacodynamic antagonistic effects
D1784,Exenatide,D0416,Danazol,Pharmacodynamic antagonistic effects
D1784,Exenatide,D0436,Deflazacort,Pharmacodynamic antagonistic effects
D1784,Exenatide,D0536,Drospirenone,Pharmacodynamic antagonistic effects
D1784,Exenatide,D0571,Enfortumab vedotin,Pharmacodynamic antagonistic effects
D1784,Exenatide,D0605,Esterified estrogens,Pharmacodynamic antagonistic effects
D1784,Exenatide,D0610,Estrone sulfate,Pharmacodynamic antagonistic effects
D1784,Exenatide,D0611,Estrone sulfate (topical),Pharmacodynamic antagonistic effects
D1784,Exenatide,D0629,Everolimus,Pharmacodynamic antagonistic effects
D1784,Exenatide,D0697,Fosphenytoin,Pharmacodynamic antagonistic effects
D1784,Exenatide,D0758,Histrelin,Pharmacodynamic antagonistic effects
D1784,Exenatide,D0791,Iloperidone,Pharmacodynamic antagonistic effects
D1784,Exenatide,D0797,Indacaterol,Pharmacodynamic antagonistic effects
D1784,Exenatide,D0935,Liotrix,Pharmacodynamic antagonistic effects
D1784,Exenatide,D0959,Lumateperone,Pharmacodynamic antagonistic effects
D1784,Exenatide,D0961,Lurasidone,Pharmacodynamic antagonistic effects
D1784,Exenatide,D1002,Mephentermine,Pharmacodynamic antagonistic effects
D1784,Exenatide,D1026,Methotrimeprazine,Pharmacodynamic antagonistic effects
D1784,Exenatide,D1132,Nicotinamide,Pharmacodynamic antagonistic effects
D1784,Exenatide,D1157,Norgestrel,Pharmacodynamic antagonistic effects
D1784,Exenatide,D1174,Omacetaxine mepesuccinate,Pharmacodynamic antagonistic effects
D1784,Exenatide,D1370,Quinestrol,Pharmacodynamic antagonistic effects
D1784,Exenatide,D1493,Somapacitan,Pharmacodynamic antagonistic effects
D1784,Exenatide,D1495,Somatrem,Pharmacodynamic antagonistic effects
D1784,Exenatide,D1531,Tagraxofusp,Pharmacodynamic antagonistic effects
D1784,Exenatide,D1900,Teprotumumab,Pharmacodynamic antagonistic effects
D1784,Exenatide,D1902,Tesamorelin,Pharmacodynamic antagonistic effects
D1784,Exenatide,D1563,Tetracosactide,Pharmacodynamic antagonistic effects
D1784,Exenatide,D1577,"Thyroid, porcine",Pharmacodynamic antagonistic effects
D1784,Exenatide,D1651,Triptorelin,Pharmacodynamic antagonistic effects
D1784,Exenatide,D1695,Vilanterol,Pharmacodynamic antagonistic effects
D1784,Exenatide,D1707,Vorinostat,Pharmacodynamic antagonistic effects
D0727,Glimepiride,D1900,Teprotumumab,Pharmacodynamic antagonistic effects
D0727,Glimepiride,D1902,Tesamorelin,Pharmacodynamic antagonistic effects
D0728,Glipizide,D1900,Teprotumumab,Pharmacodynamic antagonistic effects
D0728,Glipizide,D1902,Tesamorelin,Pharmacodynamic antagonistic effects
D0730,Glyburide,D1900,Teprotumumab,Pharmacodynamic antagonistic effects
D0730,Glyburide,D1902,Tesamorelin,Pharmacodynamic antagonistic effects
D0807,Insulin aspart (aspart protamine),D1900,Teprotumumab,Pharmacodynamic antagonistic effects
D0807,Insulin aspart (aspart protamine),D1902,Tesamorelin,Pharmacodynamic antagonistic effects
D0808,Insulin aspart (aspart),D1900,Teprotumumab,Pharmacodynamic antagonistic effects
D0808,Insulin aspart (aspart),D1902,Tesamorelin,Pharmacodynamic antagonistic effects
D0810,Insulin detemir,D1900,Teprotumumab,Pharmacodynamic antagonistic effects
D0810,Insulin detemir,D1902,Tesamorelin,Pharmacodynamic antagonistic effects
D0811,Insulin glargine,D1900,Teprotumumab,Pharmacodynamic antagonistic effects
D0811,Insulin glargine,D1902,Tesamorelin,Pharmacodynamic antagonistic effects
D0812,Insulin glulisine,D1900,Teprotumumab,Pharmacodynamic antagonistic effects
D0812,Insulin glulisine,D1902,Tesamorelin,Pharmacodynamic antagonistic effects
D0813,Insulin human,D1900,Teprotumumab,Pharmacodynamic antagonistic effects
D0813,Insulin human,D1902,Tesamorelin,Pharmacodynamic antagonistic effects
D0814,"Insulin human (inhalation, rapid acting)",D1900,Teprotumumab,Pharmacodynamic antagonistic effects
D0814,"Insulin human (inhalation, rapid acting)",D1902,Tesamorelin,Pharmacodynamic antagonistic effects
D0815,Insulin human (isophane),D1900,Teprotumumab,Pharmacodynamic antagonistic effects
D0815,Insulin human (isophane),D1902,Tesamorelin,Pharmacodynamic antagonistic effects
D0816,Insulin human (regular),D1900,Teprotumumab,Pharmacodynamic antagonistic effects
D0816,Insulin human (regular),D1902,Tesamorelin,Pharmacodynamic antagonistic effects
D0817,Insulin human (zinc extended),D1900,Teprotumumab,Pharmacodynamic antagonistic effects
D0817,Insulin human (zinc extended),D1902,Tesamorelin,Pharmacodynamic antagonistic effects
D0818,Insulin human (zinc),D1900,Teprotumumab,Pharmacodynamic antagonistic effects
D0818,Insulin human (zinc),D1902,Tesamorelin,Pharmacodynamic antagonistic effects
D0819,Insulin lispro,D1900,Teprotumumab,Pharmacodynamic antagonistic effects
D0819,Insulin lispro,D1902,Tesamorelin,Pharmacodynamic antagonistic effects
D0820,Insulin lispro (protamine),D1900,Teprotumumab,Pharmacodynamic antagonistic effects
D0820,Insulin lispro (protamine),D1902,Tesamorelin,Pharmacodynamic antagonistic effects
D0936,Liraglutide,D1902,Tesamorelin,Pharmacodynamic antagonistic effects
D1015,Metformin,D1900,Teprotumumab,Pharmacodynamic antagonistic effects
D1015,Metformin,D1902,Tesamorelin,Pharmacodynamic antagonistic effects
D1064,Miglitol,D1900,Teprotumumab,Pharmacodynamic antagonistic effects
D1064,Miglitol,D1902,Tesamorelin,Pharmacodynamic antagonistic effects
D1112,Nateglinide,D1900,Teprotumumab,Pharmacodynamic antagonistic effects
D1112,Nateglinide,D1902,Tesamorelin,Pharmacodynamic antagonistic effects
D1294,Pioglitazone,D1900,Teprotumumab,Pharmacodynamic antagonistic effects
D1294,Pioglitazone,D1902,Tesamorelin,Pharmacodynamic antagonistic effects
D1326,Pramlintide,D1900,Teprotumumab,Pharmacodynamic antagonistic effects
D1326,Pramlintide,D1902,Tesamorelin,Pharmacodynamic antagonistic effects
D1392,Repaglinide,D1900,Teprotumumab,Pharmacodynamic antagonistic effects
D1392,Repaglinide,D1902,Tesamorelin,Pharmacodynamic antagonistic effects
D1429,Rosiglitazone,D1900,Teprotumumab,Pharmacodynamic antagonistic effects
D1429,Rosiglitazone,D1902,Tesamorelin,Pharmacodynamic antagonistic effects
D1449,Saxagliptin,D1900,Teprotumumab,Pharmacodynamic antagonistic effects
D1449,Saxagliptin,D1902,Tesamorelin,Pharmacodynamic antagonistic effects
D1887,Semaglutide,D0232,Calaspargase pegol,Pharmacodynamic antagonistic effects
D1887,Semaglutide,D1493,Somapacitan,Pharmacodynamic antagonistic effects
D1887,Semaglutide,D1531,Tagraxofusp,Pharmacodynamic antagonistic effects
D1477,Sitagliptin,D1900,Teprotumumab,Pharmacodynamic antagonistic effects
D1477,Sitagliptin,D1902,Tesamorelin,Pharmacodynamic antagonistic effects
D1601,Tolazamide,D1900,Teprotumumab,Pharmacodynamic antagonistic effects
D1601,Tolazamide,D1902,Tesamorelin,Pharmacodynamic antagonistic effects
D1603,Tolbutamide,D1900,Teprotumumab,Pharmacodynamic antagonistic effects
D1603,Tolbutamide,D1902,Tesamorelin,Pharmacodynamic antagonistic effects
D1652,Troglitazone,D1900,Teprotumumab,Pharmacodynamic antagonistic effects
D1652,Troglitazone,D1902,Tesamorelin,Pharmacodynamic antagonistic effects
D0009,Acarbose,D1737,Amcinonide,Pharmacodynamic antagonistic effects
D0009,Acarbose,D1748,Betamethasone (topical),Pharmacodynamic antagonistic effects
D0009,Acarbose,D1762,Clobetasol (topical),Pharmacodynamic antagonistic effects
D0009,Acarbose,D1763,Clocortolone (topical),Pharmacodynamic antagonistic effects
D0009,Acarbose,D1770,Desonide (topical),Pharmacodynamic antagonistic effects
D0009,Acarbose,D1771,Desoximetasone (topical),Pharmacodynamic antagonistic effects
D0009,Acarbose,D1772,Dexamethasone (topical),Pharmacodynamic antagonistic effects
D0009,Acarbose,D1786,Fluocinonide (topical),Pharmacodynamic antagonistic effects
D0009,Acarbose,D1788,Flurandrenolide (topical),Pharmacodynamic antagonistic effects
D0009,Acarbose,D1804,Halcinonide (topical),Pharmacodynamic antagonistic effects
D0009,Acarbose,D1813,Hydrocortisone (topical),Pharmacodynamic antagonistic effects
D0009,Acarbose,D1844,Methylprednisolone (topical),Pharmacodynamic antagonistic effects
D0009,Acarbose,D1869,Prednicarbate (topical),Pharmacodynamic antagonistic effects
D0009,Acarbose,D1911,Triamcinolone (topical),Pharmacodynamic antagonistic effects
D0009,Acarbose,D1916,Ulobetasol (topical),Pharmacodynamic antagonistic effects
D0013,Acetohexamide,D1748,Betamethasone (topical),Pharmacodynamic antagonistic effects
D0013,Acetohexamide,D1762,Clobetasol (topical),Pharmacodynamic antagonistic effects
D0013,Acetohexamide,D1763,Clocortolone (topical),Pharmacodynamic antagonistic effects
D0013,Acetohexamide,D1770,Desonide (topical),Pharmacodynamic antagonistic effects
D0013,Acetohexamide,D1771,Desoximetasone (topical),Pharmacodynamic antagonistic effects
D0013,Acetohexamide,D1786,Fluocinonide (topical),Pharmacodynamic antagonistic effects
D0013,Acetohexamide,D1788,Flurandrenolide (topical),Pharmacodynamic antagonistic effects
D0013,Acetohexamide,D1804,Halcinonide (topical),Pharmacodynamic antagonistic effects
D0013,Acetohexamide,D1813,Hydrocortisone (topical),Pharmacodynamic antagonistic effects
D0013,Acetohexamide,D1844,Methylprednisolone (topical),Pharmacodynamic antagonistic effects
D0013,Acetohexamide,D1869,Prednicarbate (topical),Pharmacodynamic antagonistic effects
D0013,Acetohexamide,D1911,Triamcinolone (topical),Pharmacodynamic antagonistic effects
D0013,Acetohexamide,D1916,Ulobetasol (topical),Pharmacodynamic antagonistic effects
D0029,Albiglutide,D1762,Clobetasol (topical),Pharmacodynamic antagonistic effects
D0042,Alogliptin,D1762,Clobetasol (topical),Pharmacodynamic antagonistic effects
D0042,Alogliptin,D1804,Halcinonide (topical),Pharmacodynamic antagonistic effects
D0245,Canagliflozin,D1762,Clobetasol (topical),Pharmacodynamic antagonistic effects
