A_Drug_ID,A_Drug_Name,B_Drug_ID,B_Drug_Name,Mechanism_Category
D0481,Dicoumarol,D0941,Lixisenatide,Affected gastrointestinal absorption
D1711,Warfarin,D0941,Lixisenatide,Affected gastrointestinal absorption
D0597,Erythromycin,D1430,Rosuvastatin,Affected gastrointestinal absorption
D0342,Cisapride,D1476,Sirolimus,Affected gastrointestinal absorption
D1046,Metoclopramide,D1315,Posaconazole,Affected gastrointestinal absorption
D0035,Alfentanil,D1328,Prasugrel,Affected gastrointestinal absorption
D0219,Buprenorphine,D1328,Prasugrel,Affected gastrointestinal absorption
D0226,Butorphanol,D1328,Prasugrel,Affected gastrointestinal absorption
D0226,Butorphanol,D1579,Ticagrelor,Affected gastrointestinal absorption
D0379,Codeine,D0364,Clopidogrel,Affected gastrointestinal absorption
D0379,Codeine,D1328,Prasugrel,Affected gastrointestinal absorption
D0379,Codeine,D1579,Ticagrelor,Affected gastrointestinal absorption
D0467,Dextropropoxyphene,D0364,Clopidogrel,Affected gastrointestinal absorption
D0467,Dextropropoxyphene,D1328,Prasugrel,Affected gastrointestinal absorption
D0467,Dextropropoxyphene,D1579,Ticagrelor,Affected gastrointestinal absorption
D0470,Dezocine,D1328,Prasugrel,Affected gastrointestinal absorption
D0470,Dezocine,D1579,Ticagrelor,Affected gastrointestinal absorption
D0493,Dihydrocodeine,D1328,Prasugrel,Affected gastrointestinal absorption
D0493,Dihydrocodeine,D1579,Ticagrelor,Affected gastrointestinal absorption
D0646,Fentanyl,D1328,Prasugrel,Affected gastrointestinal absorption
D0772,Hydrocodone,D1328,Prasugrel,Affected gastrointestinal absorption
D0772,Hydrocodone,D1579,Ticagrelor,Affected gastrointestinal absorption
D0776,Hydromorphone,D1328,Prasugrel,Affected gastrointestinal absorption
D0776,Hydromorphone,D1579,Ticagrelor,Affected gastrointestinal absorption
D0909,Levacetylmethadol,D1328,Prasugrel,Affected gastrointestinal absorption
D0923,Levorphanol,D1328,Prasugrel,Affected gastrointestinal absorption
D0923,Levorphanol,D1579,Ticagrelor,Affected gastrointestinal absorption
D1001,Meperidine,D1328,Prasugrel,Affected gastrointestinal absorption
D1017,Methadone,D1328,Prasugrel,Affected gastrointestinal absorption
D1089,Morphine,D1328,Prasugrel,Affected gastrointestinal absorption
D1089,Morphine,D1579,Ticagrelor,Affected gastrointestinal absorption
D1100,Nalbuphine,D1328,Prasugrel,Affected gastrointestinal absorption
D1100,Nalbuphine,D1579,Ticagrelor,Affected gastrointestinal absorption
D1203,Oxycodone,D1328,Prasugrel,Affected gastrointestinal absorption
D1203,Oxycodone,D1579,Ticagrelor,Affected gastrointestinal absorption
D1208,Oxymorphone,D1328,Prasugrel,Affected gastrointestinal absorption
D1208,Oxymorphone,D1579,Ticagrelor,Affected gastrointestinal absorption
D1247,Pentazocine,D0364,Clopidogrel,Affected gastrointestinal absorption
D1247,Pentazocine,D1328,Prasugrel,Affected gastrointestinal absorption
D1247,Pentazocine,D1579,Ticagrelor,Affected gastrointestinal absorption
D1390,Remifentanil,D1328,Prasugrel,Affected gastrointestinal absorption
D1390,Remifentanil,D1579,Ticagrelor,Affected gastrointestinal absorption
D1512,Sufentanil,D1328,Prasugrel,Affected gastrointestinal absorption
D1535,Tapentadol,D1328,Prasugrel,Affected gastrointestinal absorption
D1535,Tapentadol,D1579,Ticagrelor,Affected gastrointestinal absorption
D1616,Tramadol,D1328,Prasugrel,Affected gastrointestinal absorption
D1616,Tramadol,D1579,Ticagrelor,Affected gastrointestinal absorption
D0364,Clopidogrel,D0035,Alfentanil,Affected gastrointestinal absorption
D0364,Clopidogrel,D0161,Benzhydrocodone,Affected gastrointestinal absorption
D0364,Clopidogrel,D0470,Dezocine,Affected gastrointestinal absorption
D0364,Clopidogrel,D0493,Dihydrocodeine,Affected gastrointestinal absorption
D0364,Clopidogrel,D0772,Hydrocodone,Affected gastrointestinal absorption
D0364,Clopidogrel,D0909,Levacetylmethadol,Affected gastrointestinal absorption
D0364,Clopidogrel,D0923,Levorphanol,Affected gastrointestinal absorption
D0364,Clopidogrel,D1100,Nalbuphine,Affected gastrointestinal absorption
D0364,Clopidogrel,D1169,Oliceridine,Affected gastrointestinal absorption
D0364,Clopidogrel,D1183,Opium,Affected gastrointestinal absorption
D0364,Clopidogrel,D1208,Oxymorphone,Affected gastrointestinal absorption
D0364,Clopidogrel,D1535,Tapentadol,Affected gastrointestinal absorption
D1328,Prasugrel,D0161,Benzhydrocodone,Affected gastrointestinal absorption
D1328,Prasugrel,D1169,Oliceridine,Affected gastrointestinal absorption
D1328,Prasugrel,D1183,Opium,Affected gastrointestinal absorption
D1579,Ticagrelor,D0161,Benzhydrocodone,Affected gastrointestinal absorption
D1579,Ticagrelor,D1183,Opium,Affected gastrointestinal absorption
D1089,Morphine,D0364,Clopidogrel,Affected gastrointestinal absorption
D1001,Meperidine,D0364,Clopidogrel,Affected gastrointestinal absorption
D1017,Methadone,D0364,Clopidogrel,Affected gastrointestinal absorption
D0776,Hydromorphone,D0364,Clopidogrel,Affected gastrointestinal absorption
D0364,Clopidogrel,D0646,Fentanyl,Affected gastrointestinal absorption
D1616,Tramadol,D0364,Clopidogrel,Affected gastrointestinal absorption
D0364,Clopidogrel,D0219,Buprenorphine,Affected gastrointestinal absorption
D0226,Butorphanol,D0364,Clopidogrel,Affected gastrointestinal absorption
D1512,Sufentanil,D0364,Clopidogrel,Affected gastrointestinal absorption
D1203,Oxycodone,D0364,Clopidogrel,Affected gastrointestinal absorption
D0364,Clopidogrel,D1390,Remifentanil,Affected gastrointestinal absorption
D1641,Trihexyphenidyl,D0918,Levodopa,Affected gastrointestinal absorption
D0123,Atropine,D1318,Potassium chloride,Affected gastrointestinal absorption
D0160,Benzatropine,D1318,Potassium chloride,Affected gastrointestinal absorption
D0342,Cisapride,D1381,Ranitidine,Affected gastrointestinal absorption
D0597,Erythromycin,D0617,Ethanol,Affected gastrointestinal absorption
D0011,Acetaminophen,D0936,Liraglutide,Affected gastrointestinal absorption
D0120,Atorvastatin,D0936,Liraglutide,Affected gastrointestinal absorption
D0491,Digoxin,D0936,Liraglutide,Affected gastrointestinal absorption
D0741,Griseofulvin,D0936,Liraglutide,Affected gastrointestinal absorption
D0938,Lisinopril,D0936,Liraglutide,Affected gastrointestinal absorption
D1089,Morphine,D1054,Mexiletine,Affected gastrointestinal absorption
D0068,Amitriptyline,D0918,Levodopa,Affected gastrointestinal absorption
D0446,Desipramine,D0918,Levodopa,Affected gastrointestinal absorption
D0525,Doxepin,D0918,Levodopa,Affected gastrointestinal absorption
D0795,Imipramine,D0918,Levodopa,Affected gastrointestinal absorption
D1158,Nortriptyline,D0918,Levodopa,Affected gastrointestinal absorption
D1361,Protriptyline,D0918,Levodopa,Affected gastrointestinal absorption
D1647,Trimipramine,D0918,Levodopa,Affected gastrointestinal absorption
D0918,Levodopa,D0361,Clomipramine,Affected gastrointestinal absorption
D0342,Cisapride,D1473,Simvastatin,Affected gastrointestinal absorption
D0123,Atropine,D0918,Levodopa,Affected gastrointestinal absorption
D0160,Benzatropine,D0918,Levodopa,Affected gastrointestinal absorption
D0183,Biperiden,D0918,Levodopa,Affected gastrointestinal absorption
D0353,Clidinium,D0918,Levodopa,Affected gastrointestinal absorption
D0424,Darifenacin,D0918,Levodopa,Affected gastrointestinal absorption
D0482,Dicyclomine,D0918,Levodopa,Affected gastrointestinal absorption
D0662,Flavoxate,D0918,Levodopa,Affected gastrointestinal absorption
D0733,Glycopyrronium,D0918,Levodopa,Affected gastrointestinal absorption
D0782,Hyoscyamine,D0918,Levodopa,Affected gastrointestinal absorption
D1202,Oxybutynin,D0918,Levodopa,Affected gastrointestinal absorption
D1347,Procyclidine,D0918,Levodopa,Affected gastrointestinal absorption
D1354,Propantheline,D0918,Levodopa,Affected gastrointestinal absorption
D1450,Scopolamine,D0918,Levodopa,Affected gastrointestinal absorption
D1607,Tolterodine,D0918,Levodopa,Affected gastrointestinal absorption
D1656,Trospium,D0918,Levodopa,Affected gastrointestinal absorption
D0918,Levodopa,D0154,Belladonna,Affected gastrointestinal absorption
D0918,Levodopa,D1000,Mepenzolate,Affected gastrointestinal absorption
D0918,Levodopa,D1031,Methscopolamine,Affected gastrointestinal absorption
D0918,Levodopa,D1491,Solifenacin,Affected gastrointestinal absorption
D0123,Atropine,D1145,Nitrofurantoin,Affected gastrointestinal absorption
D0160,Benzatropine,D1145,Nitrofurantoin,Affected gastrointestinal absorption
D0782,Hyoscyamine,D1145,Nitrofurantoin,Affected gastrointestinal absorption
D1347,Procyclidine,D1145,Nitrofurantoin,Affected gastrointestinal absorption
D1641,Trihexyphenidyl,D1145,Nitrofurantoin,Affected gastrointestinal absorption
D1656,Trospium,D1145,Nitrofurantoin,Affected gastrointestinal absorption
D1145,Nitrofurantoin,D0154,Belladonna,Affected gastrointestinal absorption
D1145,Nitrofurantoin,D0183,Biperiden,Affected gastrointestinal absorption
D1145,Nitrofurantoin,D0353,Clidinium,Affected gastrointestinal absorption
D1145,Nitrofurantoin,D0482,Dicyclomine,Affected gastrointestinal absorption
D1145,Nitrofurantoin,D0662,Flavoxate,Affected gastrointestinal absorption
D1145,Nitrofurantoin,D0733,Glycopyrronium,Affected gastrointestinal absorption
D1145,Nitrofurantoin,D1000,Mepenzolate,Affected gastrointestinal absorption
D1145,Nitrofurantoin,D1031,Methscopolamine,Affected gastrointestinal absorption
D1145,Nitrofurantoin,D1354,Propantheline,Affected gastrointestinal absorption
D1145,Nitrofurantoin,D1491,Solifenacin,Affected gastrointestinal absorption
D1145,Nitrofurantoin,D1202,Oxybutynin,Affected gastrointestinal absorption
D1145,Nitrofurantoin,D1607,Tolterodine,Affected gastrointestinal absorption
D1145,Nitrofurantoin,D1450,Scopolamine,Affected gastrointestinal absorption
D0424,Darifenacin,D1145,Nitrofurantoin,Affected gastrointestinal absorption
D0160,Benzatropine,D0491,Digoxin,Affected gastrointestinal absorption
D1347,Procyclidine,D0491,Digoxin,Affected gastrointestinal absorption
D1641,Trihexyphenidyl,D0491,Digoxin,Affected gastrointestinal absorption
D0491,Digoxin,D0154,Belladonna,Affected gastrointestinal absorption
D0491,Digoxin,D0183,Biperiden,Affected gastrointestinal absorption
D0491,Digoxin,D0353,Clidinium,Affected gastrointestinal absorption
D0491,Digoxin,D0662,Flavoxate,Affected gastrointestinal absorption
D0491,Digoxin,D0733,Glycopyrronium,Affected gastrointestinal absorption
D0491,Digoxin,D0782,Hyoscyamine,Affected gastrointestinal absorption
D0491,Digoxin,D1000,Mepenzolate,Affected gastrointestinal absorption
D0491,Digoxin,D1031,Methscopolamine,Affected gastrointestinal absorption
D0491,Digoxin,D1354,Propantheline,Affected gastrointestinal absorption
D0491,Digoxin,D1491,Solifenacin,Affected gastrointestinal absorption
D0491,Digoxin,D1607,Tolterodine,Affected gastrointestinal absorption
D0491,Digoxin,D1202,Oxybutynin,Affected gastrointestinal absorption
D0491,Digoxin,D0123,Atropine,Affected gastrointestinal absorption
D0491,Digoxin,D0482,Dicyclomine,Affected gastrointestinal absorption
D0491,Digoxin,D1450,Scopolamine,Affected gastrointestinal absorption
D0491,Digoxin,D0424,Darifenacin,Affected gastrointestinal absorption
D0123,Atropine,D0321,Chlorothiazide,Affected gastrointestinal absorption
D0123,Atropine,D0775,Hydroflumethiazide,Affected gastrointestinal absorption
D0123,Atropine,D0798,Indapamide,Affected gastrointestinal absorption
D0123,Atropine,D1311,Polythiazide,Affected gastrointestinal absorption
D0123,Atropine,D1633,Trichlormethiazide,Affected gastrointestinal absorption
D0160,Benzatropine,D0158,Bendroflumethiazide,Affected gastrointestinal absorption
D0160,Benzatropine,D0166,Benzthiazide,Affected gastrointestinal absorption
D0160,Benzatropine,D0321,Chlorothiazide,Affected gastrointestinal absorption
D0160,Benzatropine,D0326,Chlorthalidone,Affected gastrointestinal absorption
D0160,Benzatropine,D0771,Hydrochlorothiazide,Affected gastrointestinal absorption
D0160,Benzatropine,D0775,Hydroflumethiazide,Affected gastrointestinal absorption
D0160,Benzatropine,D0798,Indapamide,Affected gastrointestinal absorption
D0160,Benzatropine,D1048,Metolazone,Affected gastrointestinal absorption
D0160,Benzatropine,D1311,Polythiazide,Affected gastrointestinal absorption
D0160,Benzatropine,D1633,Trichlormethiazide,Affected gastrointestinal absorption
D0183,Biperiden,D0321,Chlorothiazide,Affected gastrointestinal absorption
D0183,Biperiden,D0771,Hydrochlorothiazide,Affected gastrointestinal absorption
D0183,Biperiden,D1311,Polythiazide,Affected gastrointestinal absorption
D0183,Biperiden,D1633,Trichlormethiazide,Affected gastrointestinal absorption
D0353,Clidinium,D0321,Chlorothiazide,Affected gastrointestinal absorption
D0353,Clidinium,D0771,Hydrochlorothiazide,Affected gastrointestinal absorption
D0353,Clidinium,D0775,Hydroflumethiazide,Affected gastrointestinal absorption
D0353,Clidinium,D0798,Indapamide,Affected gastrointestinal absorption
D0353,Clidinium,D1311,Polythiazide,Affected gastrointestinal absorption
D0353,Clidinium,D1633,Trichlormethiazide,Affected gastrointestinal absorption
D0424,Darifenacin,D0166,Benzthiazide,Affected gastrointestinal absorption
D0424,Darifenacin,D0321,Chlorothiazide,Affected gastrointestinal absorption
D0424,Darifenacin,D0775,Hydroflumethiazide,Affected gastrointestinal absorption
D0424,Darifenacin,D0798,Indapamide,Affected gastrointestinal absorption
D0424,Darifenacin,D1311,Polythiazide,Affected gastrointestinal absorption
D0424,Darifenacin,D1633,Trichlormethiazide,Affected gastrointestinal absorption
D0482,Dicyclomine,D0321,Chlorothiazide,Affected gastrointestinal absorption
D0482,Dicyclomine,D0798,Indapamide,Affected gastrointestinal absorption
D0482,Dicyclomine,D1311,Polythiazide,Affected gastrointestinal absorption
D0482,Dicyclomine,D1633,Trichlormethiazide,Affected gastrointestinal absorption
D0662,Flavoxate,D1311,Polythiazide,Affected gastrointestinal absorption
D0733,Glycopyrronium,D0771,Hydrochlorothiazide,Affected gastrointestinal absorption
D0733,Glycopyrronium,D1311,Polythiazide,Affected gastrointestinal absorption
D0733,Glycopyrronium,D1633,Trichlormethiazide,Affected gastrointestinal absorption
D0782,Hyoscyamine,D0158,Bendroflumethiazide,Affected gastrointestinal absorption
D0782,Hyoscyamine,D0166,Benzthiazide,Affected gastrointestinal absorption
D0782,Hyoscyamine,D0321,Chlorothiazide,Affected gastrointestinal absorption
D0782,Hyoscyamine,D0771,Hydrochlorothiazide,Affected gastrointestinal absorption
D0782,Hyoscyamine,D0775,Hydroflumethiazide,Affected gastrointestinal absorption
D0782,Hyoscyamine,D0798,Indapamide,Affected gastrointestinal absorption
D0782,Hyoscyamine,D1048,Metolazone,Affected gastrointestinal absorption
D0782,Hyoscyamine,D1311,Polythiazide,Affected gastrointestinal absorption
D0782,Hyoscyamine,D1633,Trichlormethiazide,Affected gastrointestinal absorption
D1202,Oxybutynin,D1311,Polythiazide,Affected gastrointestinal absorption
D1347,Procyclidine,D0158,Bendroflumethiazide,Affected gastrointestinal absorption
D1347,Procyclidine,D0166,Benzthiazide,Affected gastrointestinal absorption
D1347,Procyclidine,D0321,Chlorothiazide,Affected gastrointestinal absorption
D1347,Procyclidine,D0771,Hydrochlorothiazide,Affected gastrointestinal absorption
D1347,Procyclidine,D0775,Hydroflumethiazide,Affected gastrointestinal absorption
D1347,Procyclidine,D0798,Indapamide,Affected gastrointestinal absorption
D1347,Procyclidine,D1048,Metolazone,Affected gastrointestinal absorption
D1347,Procyclidine,D1311,Polythiazide,Affected gastrointestinal absorption
D1347,Procyclidine,D1633,Trichlormethiazide,Affected gastrointestinal absorption
D1354,Propantheline,D0321,Chlorothiazide,Affected gastrointestinal absorption
D1354,Propantheline,D0771,Hydrochlorothiazide,Affected gastrointestinal absorption
D1354,Propantheline,D0798,Indapamide,Affected gastrointestinal absorption
D1354,Propantheline,D1311,Polythiazide,Affected gastrointestinal absorption
D1354,Propantheline,D1633,Trichlormethiazide,Affected gastrointestinal absorption
D1450,Scopolamine,D0321,Chlorothiazide,Affected gastrointestinal absorption
D1450,Scopolamine,D0775,Hydroflumethiazide,Affected gastrointestinal absorption
D1450,Scopolamine,D0798,Indapamide,Affected gastrointestinal absorption
D1450,Scopolamine,D1311,Polythiazide,Affected gastrointestinal absorption
D1450,Scopolamine,D1633,Trichlormethiazide,Affected gastrointestinal absorption
D1607,Tolterodine,D1311,Polythiazide,Affected gastrointestinal absorption
D1641,Trihexyphenidyl,D0158,Bendroflumethiazide,Affected gastrointestinal absorption
D1641,Trihexyphenidyl,D0166,Benzthiazide,Affected gastrointestinal absorption
D1641,Trihexyphenidyl,D0321,Chlorothiazide,Affected gastrointestinal absorption
D1641,Trihexyphenidyl,D0775,Hydroflumethiazide,Affected gastrointestinal absorption
D1641,Trihexyphenidyl,D0798,Indapamide,Affected gastrointestinal absorption
D1641,Trihexyphenidyl,D1048,Metolazone,Affected gastrointestinal absorption
D1641,Trihexyphenidyl,D1311,Polythiazide,Affected gastrointestinal absorption
D1641,Trihexyphenidyl,D1633,Trichlormethiazide,Affected gastrointestinal absorption
D1656,Trospium,D0158,Bendroflumethiazide,Affected gastrointestinal absorption
D1656,Trospium,D0166,Benzthiazide,Affected gastrointestinal absorption
D1656,Trospium,D0321,Chlorothiazide,Affected gastrointestinal absorption
D1656,Trospium,D0326,Chlorthalidone,Affected gastrointestinal absorption
D1656,Trospium,D0771,Hydrochlorothiazide,Affected gastrointestinal absorption
D1656,Trospium,D0775,Hydroflumethiazide,Affected gastrointestinal absorption
D1656,Trospium,D0798,Indapamide,Affected gastrointestinal absorption
D1656,Trospium,D1048,Metolazone,Affected gastrointestinal absorption
D1656,Trospium,D1633,Trichlormethiazide,Affected gastrointestinal absorption
D0158,Bendroflumethiazide,D0123,Atropine,Affected gastrointestinal absorption
D0158,Bendroflumethiazide,D0154,Belladonna,Affected gastrointestinal absorption
D0158,Bendroflumethiazide,D0183,Biperiden,Affected gastrointestinal absorption
D0158,Bendroflumethiazide,D0353,Clidinium,Affected gastrointestinal absorption
D0158,Bendroflumethiazide,D0424,Darifenacin,Affected gastrointestinal absorption
D0158,Bendroflumethiazide,D0482,Dicyclomine,Affected gastrointestinal absorption
D0158,Bendroflumethiazide,D0662,Flavoxate,Affected gastrointestinal absorption
D0158,Bendroflumethiazide,D0733,Glycopyrronium,Affected gastrointestinal absorption
D0158,Bendroflumethiazide,D1000,Mepenzolate,Affected gastrointestinal absorption
D0158,Bendroflumethiazide,D1031,Methscopolamine,Affected gastrointestinal absorption
D0158,Bendroflumethiazide,D1202,Oxybutynin,Affected gastrointestinal absorption
D0158,Bendroflumethiazide,D1354,Propantheline,Affected gastrointestinal absorption
D0158,Bendroflumethiazide,D1450,Scopolamine,Affected gastrointestinal absorption
D0158,Bendroflumethiazide,D1491,Solifenacin,Affected gastrointestinal absorption
D0158,Bendroflumethiazide,D1607,Tolterodine,Affected gastrointestinal absorption
D0166,Benzthiazide,D0123,Atropine,Affected gastrointestinal absorption
D0166,Benzthiazide,D0154,Belladonna,Affected gastrointestinal absorption
D0166,Benzthiazide,D0183,Biperiden,Affected gastrointestinal absorption
D0166,Benzthiazide,D0353,Clidinium,Affected gastrointestinal absorption
D0166,Benzthiazide,D0482,Dicyclomine,Affected gastrointestinal absorption
D0166,Benzthiazide,D0662,Flavoxate,Affected gastrointestinal absorption
D0166,Benzthiazide,D0733,Glycopyrronium,Affected gastrointestinal absorption
D0166,Benzthiazide,D1000,Mepenzolate,Affected gastrointestinal absorption
D0166,Benzthiazide,D1031,Methscopolamine,Affected gastrointestinal absorption
D0166,Benzthiazide,D1202,Oxybutynin,Affected gastrointestinal absorption
D0166,Benzthiazide,D1354,Propantheline,Affected gastrointestinal absorption
D0166,Benzthiazide,D1450,Scopolamine,Affected gastrointestinal absorption
D0166,Benzthiazide,D1491,Solifenacin,Affected gastrointestinal absorption
D0166,Benzthiazide,D1607,Tolterodine,Affected gastrointestinal absorption
D0321,Chlorothiazide,D0154,Belladonna,Affected gastrointestinal absorption
D0321,Chlorothiazide,D0662,Flavoxate,Affected gastrointestinal absorption
D0321,Chlorothiazide,D0733,Glycopyrronium,Affected gastrointestinal absorption
D0321,Chlorothiazide,D1000,Mepenzolate,Affected gastrointestinal absorption
D0321,Chlorothiazide,D1031,Methscopolamine,Affected gastrointestinal absorption
D0321,Chlorothiazide,D1202,Oxybutynin,Affected gastrointestinal absorption
D0321,Chlorothiazide,D1491,Solifenacin,Affected gastrointestinal absorption
D0321,Chlorothiazide,D1607,Tolterodine,Affected gastrointestinal absorption
D0326,Chlorthalidone,D0123,Atropine,Affected gastrointestinal absorption
D0326,Chlorthalidone,D0154,Belladonna,Affected gastrointestinal absorption
D0326,Chlorthalidone,D0183,Biperiden,Affected gastrointestinal absorption
D0326,Chlorthalidone,D0353,Clidinium,Affected gastrointestinal absorption
D0326,Chlorthalidone,D0424,Darifenacin,Affected gastrointestinal absorption
D0326,Chlorthalidone,D0482,Dicyclomine,Affected gastrointestinal absorption
D0326,Chlorthalidone,D0662,Flavoxate,Affected gastrointestinal absorption
D0326,Chlorthalidone,D0733,Glycopyrronium,Affected gastrointestinal absorption
D0326,Chlorthalidone,D0782,Hyoscyamine,Affected gastrointestinal absorption
D0326,Chlorthalidone,D1000,Mepenzolate,Affected gastrointestinal absorption
D0326,Chlorthalidone,D1031,Methscopolamine,Affected gastrointestinal absorption
D0326,Chlorthalidone,D1202,Oxybutynin,Affected gastrointestinal absorption
D0326,Chlorthalidone,D1347,Procyclidine,Affected gastrointestinal absorption
D0326,Chlorthalidone,D1354,Propantheline,Affected gastrointestinal absorption
D0326,Chlorthalidone,D1450,Scopolamine,Affected gastrointestinal absorption
D0326,Chlorthalidone,D1491,Solifenacin,Affected gastrointestinal absorption
D0326,Chlorthalidone,D1641,Trihexyphenidyl,Affected gastrointestinal absorption
D0771,Hydrochlorothiazide,D0154,Belladonna,Affected gastrointestinal absorption
D0771,Hydrochlorothiazide,D0662,Flavoxate,Affected gastrointestinal absorption
D0771,Hydrochlorothiazide,D1000,Mepenzolate,Affected gastrointestinal absorption
D0771,Hydrochlorothiazide,D1491,Solifenacin,Affected gastrointestinal absorption
D0775,Hydroflumethiazide,D0154,Belladonna,Affected gastrointestinal absorption
D0775,Hydroflumethiazide,D0183,Biperiden,Affected gastrointestinal absorption
D0775,Hydroflumethiazide,D0482,Dicyclomine,Affected gastrointestinal absorption
D0775,Hydroflumethiazide,D0662,Flavoxate,Affected gastrointestinal absorption
D0775,Hydroflumethiazide,D0733,Glycopyrronium,Affected gastrointestinal absorption
D0775,Hydroflumethiazide,D1000,Mepenzolate,Affected gastrointestinal absorption
D0775,Hydroflumethiazide,D1031,Methscopolamine,Affected gastrointestinal absorption
D0775,Hydroflumethiazide,D1202,Oxybutynin,Affected gastrointestinal absorption
D0775,Hydroflumethiazide,D1354,Propantheline,Affected gastrointestinal absorption
D0775,Hydroflumethiazide,D1491,Solifenacin,Affected gastrointestinal absorption
D0775,Hydroflumethiazide,D1607,Tolterodine,Affected gastrointestinal absorption
D0798,Indapamide,D0154,Belladonna,Affected gastrointestinal absorption
D0798,Indapamide,D0183,Biperiden,Affected gastrointestinal absorption
D0798,Indapamide,D0662,Flavoxate,Affected gastrointestinal absorption
D0798,Indapamide,D0733,Glycopyrronium,Affected gastrointestinal absorption
D0798,Indapamide,D1000,Mepenzolate,Affected gastrointestinal absorption
D0798,Indapamide,D1031,Methscopolamine,Affected gastrointestinal absorption
D0798,Indapamide,D1491,Solifenacin,Affected gastrointestinal absorption
D1048,Metolazone,D0123,Atropine,Affected gastrointestinal absorption
D1048,Metolazone,D0154,Belladonna,Affected gastrointestinal absorption
D1048,Metolazone,D0183,Biperiden,Affected gastrointestinal absorption
D1048,Metolazone,D0353,Clidinium,Affected gastrointestinal absorption
D1048,Metolazone,D0482,Dicyclomine,Affected gastrointestinal absorption
D1048,Metolazone,D0662,Flavoxate,Affected gastrointestinal absorption
D1048,Metolazone,D0733,Glycopyrronium,Affected gastrointestinal absorption
D1048,Metolazone,D1000,Mepenzolate,Affected gastrointestinal absorption
D1048,Metolazone,D1031,Methscopolamine,Affected gastrointestinal absorption
D1048,Metolazone,D1354,Propantheline,Affected gastrointestinal absorption
D1048,Metolazone,D1450,Scopolamine,Affected gastrointestinal absorption
D1048,Metolazone,D1491,Solifenacin,Affected gastrointestinal absorption
D1311,Polythiazide,D0154,Belladonna,Affected gastrointestinal absorption
D1311,Polythiazide,D1000,Mepenzolate,Affected gastrointestinal absorption
D1311,Polythiazide,D1031,Methscopolamine,Affected gastrointestinal absorption
D1311,Polythiazide,D1491,Solifenacin,Affected gastrointestinal absorption
D1633,Trichlormethiazide,D0154,Belladonna,Affected gastrointestinal absorption
D1633,Trichlormethiazide,D0662,Flavoxate,Affected gastrointestinal absorption
D1633,Trichlormethiazide,D1000,Mepenzolate,Affected gastrointestinal absorption
D1633,Trichlormethiazide,D1031,Methscopolamine,Affected gastrointestinal absorption
D1633,Trichlormethiazide,D1202,Oxybutynin,Affected gastrointestinal absorption
D1633,Trichlormethiazide,D1491,Solifenacin,Affected gastrointestinal absorption
D1633,Trichlormethiazide,D1607,Tolterodine,Affected gastrointestinal absorption
D1048,Metolazone,D1607,Tolterodine,Affected gastrointestinal absorption
D0771,Hydrochlorothiazide,D1607,Tolterodine,Affected gastrointestinal absorption
D1048,Metolazone,D1202,Oxybutynin,Affected gastrointestinal absorption
D0771,Hydrochlorothiazide,D1202,Oxybutynin,Affected gastrointestinal absorption
D0123,Atropine,D0771,Hydrochlorothiazide,Affected gastrointestinal absorption
D0326,Chlorthalidone,D1607,Tolterodine,Affected gastrointestinal absorption
