A_Drug_ID,A_Drug_Name,B_Drug_ID,B_Drug_Name,Mechanism_Category
D1698,Vincristine,D0251,Capmatinib,Affected cellular transport
D1699,Vincristine (liposome),D0251,Capmatinib,Affected cellular transport
D1699,Vincristine (liposome),D0251,Capmatinib,Affected cellular transport
D0227,Cabazitaxel,D0720,Gilteritinib,Affected cellular transport
D0227,Cabazitaxel,D0720,Gilteritinib,Affected cellular transport
D0511,Docetaxel,D0720,Gilteritinib,Affected cellular transport
D0511,Docetaxel,D0720,Gilteritinib,Affected cellular transport
D0565,Empagliflozin,D0720,Gilteritinib,Affected cellular transport
D0565,Empagliflozin,D0720,Gilteritinib,Affected cellular transport
D0627,Etoposide,D0720,Gilteritinib,Affected cellular transport
D0627,Etoposide,D0720,Gilteritinib,Affected cellular transport
D0845,Irinotecan,D0720,Gilteritinib,Affected cellular transport
D0845,Irinotecan,D0720,Gilteritinib,Affected cellular transport
D0846,Irinotecan (liposomal),D0720,Gilteritinib,Affected cellular transport
D0846,Irinotecan (liposomal),D0720,Gilteritinib,Affected cellular transport
D0961,Lurasidone,D0720,Gilteritinib,Affected cellular transport
D0961,Lurasidone,D0720,Gilteritinib,Affected cellular transport
D1212,Paclitaxel,D0720,Gilteritinib,Affected cellular transport
D1212,Paclitaxel,D0720,Gilteritinib,Affected cellular transport
D1213,Paclitaxel (protein-bound),D0720,Gilteritinib,Affected cellular transport
D1213,Paclitaxel (protein-bound),D0720,Gilteritinib,Affected cellular transport
D1408,Riociguat,D0720,Gilteritinib,Affected cellular transport
D1408,Riociguat,D0720,Gilteritinib,Affected cellular transport
D1417,Rivaroxaban,D0720,Gilteritinib,Affected cellular transport
D1417,Rivaroxaban,D0720,Gilteritinib,Affected cellular transport
D1610,Topotecan,D0720,Gilteritinib,Affected cellular transport
D1610,Topotecan,D0720,Gilteritinib,Affected cellular transport
D1697,Vinblastine,D0720,Gilteritinib,Affected cellular transport
D1697,Vinblastine,D0720,Gilteritinib,Affected cellular transport
D1699,Vincristine (liposome),D0720,Gilteritinib,Affected cellular transport
D1699,Vincristine (liposome),D0720,Gilteritinib,Affected cellular transport
D0348,Cladribine,D0720,Gilteritinib,Affected cellular transport
D0348,Cladribine,D0720,Gilteritinib,Affected cellular transport
D1015,Metformin,D0720,Gilteritinib,Affected cellular transport
D1015,Metformin,D0720,Gilteritinib,Affected cellular transport
D0109,Artesunate,D0725,Glasdegib,Affected cellular transport
D0109,Artesunate,D0725,Glasdegib,Affected cellular transport
D0402,Cyclosporine,D0725,Glasdegib,Affected cellular transport
D0402,Cyclosporine,D0725,Glasdegib,Affected cellular transport
D0565,Empagliflozin,D0725,Glasdegib,Affected cellular transport
D0565,Empagliflozin,D0725,Glasdegib,Affected cellular transport
D0595,Erlotinib,D0725,Glasdegib,Affected cellular transport
D0595,Erlotinib,D0725,Glasdegib,Affected cellular transport
D0627,Etoposide,D0725,Glasdegib,Affected cellular transport
D0627,Etoposide,D0725,Glasdegib,Affected cellular transport
D0725,Glasdegib,D1663,Ubrogepant,Affected cellular transport
D0725,Glasdegib,D1663,Ubrogepant,Affected cellular transport
D0845,Irinotecan,D0725,Glasdegib,Affected cellular transport
D0845,Irinotecan,D0725,Glasdegib,Affected cellular transport
D0961,Lurasidone,D0725,Glasdegib,Affected cellular transport
D0961,Lurasidone,D0725,Glasdegib,Affected cellular transport
D1417,Rivaroxaban,D0725,Glasdegib,Affected cellular transport
D1417,Rivaroxaban,D0725,Glasdegib,Affected cellular transport
D1430,Rosuvastatin,D0725,Glasdegib,Affected cellular transport
D1430,Rosuvastatin,D0725,Glasdegib,Affected cellular transport
D1610,Topotecan,D0725,Glasdegib,Affected cellular transport
D1610,Topotecan,D0725,Glasdegib,Affected cellular transport
D0139,Azithromycin,D0171,Berotralstat,Affected cellular transport
D0139,Azithromycin,D0171,Berotralstat,Affected cellular transport
D0230,Cabozantinib,D0171,Berotralstat,Affected cellular transport
D0230,Cabozantinib,D0171,Berotralstat,Affected cellular transport
D0251,Capmatinib,D0171,Berotralstat,Affected cellular transport
D0251,Capmatinib,D0171,Berotralstat,Affected cellular transport
D0375,Cobicistat,D0171,Berotralstat,Affected cellular transport
D0375,Cobicistat,D0171,Berotralstat,Affected cellular transport
D0568,Enasidenib,D0171,Berotralstat,Affected cellular transport
D0568,Enasidenib,D0171,Berotralstat,Affected cellular transport
D0726,Glecaprevir,D0171,Berotralstat,Affected cellular transport
D0726,Glecaprevir,D0171,Berotralstat,Affected cellular transport
D0867,Itraconazole,D0171,Berotralstat,Affected cellular transport
D0867,Itraconazole,D0171,Berotralstat,Affected cellular transport
D0897,Lasmiditan,D0171,Berotralstat,Affected cellular transport
D0897,Lasmiditan,D0171,Berotralstat,Affected cellular transport
D1119,Nelfinavir,D0171,Berotralstat,Affected cellular transport
D1119,Nelfinavir,D0171,Berotralstat,Affected cellular transport
D1214,Palbociclib,D0171,Berotralstat,Affected cellular transport
D1214,Palbociclib,D0171,Berotralstat,Affected cellular transport
D1353,Propafenone,D0171,Berotralstat,Affected cellular transport
D1353,Propafenone,D0171,Berotralstat,Affected cellular transport
D1432,Rucaparib,D0171,Berotralstat,Affected cellular transport
D1432,Rucaparib,D0171,Berotralstat,Affected cellular transport
D1444,Saquinavir,D0171,Berotralstat,Affected cellular transport
D1444,Saquinavir,D0171,Berotralstat,Affected cellular transport
D1497,Sorafenib,D0171,Berotralstat,Affected cellular transport
D1497,Sorafenib,D0171,Berotralstat,Affected cellular transport
D0867,Itraconazole,D0726,Glecaprevir,Affected cellular transport
D0867,Itraconazole,D0726,Glecaprevir,Affected cellular transport
D0595,Erlotinib,D0898,Ledipasvir,Affected cellular transport
D0595,Erlotinib,D0898,Ledipasvir,Affected cellular transport
D0597,Erythromycin,D0898,Ledipasvir,Affected cellular transport
D0597,Erythromycin,D0898,Ledipasvir,Affected cellular transport
D0627,Etoposide,D0898,Ledipasvir,Affected cellular transport
D0627,Etoposide,D0898,Ledipasvir,Affected cellular transport
D0894,Lapatinib,D0898,Ledipasvir,Affected cellular transport
D0894,Lapatinib,D0898,Ledipasvir,Affected cellular transport
D0898,Ledipasvir,D0109,Artesunate,Affected cellular transport
D0898,Ledipasvir,D0109,Artesunate,Affected cellular transport
D1417,Rivaroxaban,D0898,Ledipasvir,Affected cellular transport
D1417,Rivaroxaban,D0898,Ledipasvir,Affected cellular transport
D0402,Cyclosporine,D1232,Pazopanib,Affected cellular transport
D0402,Cyclosporine,D1232,Pazopanib,Affected cellular transport
D1232,Pazopanib,D0726,Glecaprevir,Affected cellular transport
D1232,Pazopanib,D0726,Glecaprevir,Affected cellular transport
D1610,Topotecan,D1686,Velpatasvir,Affected cellular transport
D1610,Topotecan,D1686,Velpatasvir,Affected cellular transport
D0348,Cladribine,D0506,Dipyridamole,Affected cellular transport
D0348,Cladribine,D0506,Dipyridamole,Affected cellular transport
D0348,Cladribine,D1138,Nimodipine,Affected cellular transport
D0348,Cladribine,D1138,Nimodipine,Affected cellular transport
D0375,Cobicistat,D0700,Fostemsavir,Affected cellular transport
D0375,Cobicistat,D0700,Fostemsavir,Affected cellular transport
D0867,Itraconazole,D0700,Fostemsavir,Affected cellular transport
D0867,Itraconazole,D0700,Fostemsavir,Affected cellular transport
D1415,Ritonavir,D0700,Fostemsavir,Affected cellular transport
D1415,Ritonavir,D0700,Fostemsavir,Affected cellular transport
D0402,Cyclosporine,D0726,Glecaprevir,Affected cellular transport
D0402,Cyclosporine,D0726,Glecaprevir,Affected cellular transport
D0402,Cyclosporine,D0726,Glecaprevir,Affected cellular transport
D0026,Afatinib,D0568,Enasidenib,Affected cellular transport
D0044,Alpelisib,D0568,Enasidenib,Affected cellular transport
D0109,Artesunate,D0568,Enasidenib,Affected cellular transport
D0109,Artesunate,D0568,Enasidenib,Affected cellular transport
D0120,Atorvastatin,D0568,Enasidenib,Affected cellular transport
D0120,Atorvastatin,D0568,Enasidenib,Affected cellular transport
D0120,Atorvastatin,D0568,Enasidenib,Affected cellular transport
D0181,Bictegravir,D0568,Enasidenib,Affected cellular transport
D0303,Cerivastatin,D0568,Enasidenib,Affected cellular transport
D0303,Cerivastatin,D0568,Enasidenib,Affected cellular transport
D0303,Cerivastatin,D0568,Enasidenib,Affected cellular transport
D0348,Cladribine,D0568,Enasidenib,Affected cellular transport
D0430,Daunorubicin (liposomal),D0568,Enasidenib,Affected cellular transport
D0429,Daunorubicin,D0568,Enasidenib,Affected cellular transport
D0438,Delafloxacin,D0568,Enasidenib,Affected cellular transport
D0529,Doxorubicin (liposomal),D0568,Enasidenib,Affected cellular transport
D0528,Doxorubicin,D0568,Enasidenib,Affected cellular transport
D0561,Eltrombopag,D0568,Enasidenib,Affected cellular transport
D0565,Empagliflozin,D0568,Enasidenib,Affected cellular transport
D0568,Enasidenib,D0726,Glecaprevir,Affected cellular transport
D0568,Enasidenib,D0726,Glecaprevir,Affected cellular transport
D0568,Enasidenib,D0726,Glecaprevir,Affected cellular transport
D0568,Enasidenib,D1663,Ubrogepant,Affected cellular transport
D0631,Ezetimibe,D0568,Enasidenib,Affected cellular transport
D0631,Ezetimibe,D0568,Enasidenib,Affected cellular transport
D0686,Fluvastatin,D0568,Enasidenib,Affected cellular transport
D0686,Fluvastatin,D0568,Enasidenib,Affected cellular transport
D0686,Fluvastatin,D0568,Enasidenib,Affected cellular transport
D0730,Glyburide,D0568,Enasidenib,Affected cellular transport
D0730,Glyburide,D0568,Enasidenib,Affected cellular transport
D0730,Glyburide,D0568,Enasidenib,Affected cellular transport
D0789,Idelalisib,D0568,Enasidenib,Affected cellular transport
D0793,Imatinib,D0568,Enasidenib,Affected cellular transport
D0793,Imatinib,D0568,Enasidenib,Affected cellular transport
D0793,Imatinib,D0568,Enasidenib,Affected cellular transport
D0846,Irinotecan (liposomal),D0568,Enasidenib,Affected cellular transport
D0846,Irinotecan (liposomal),D0568,Enasidenib,Affected cellular transport
D0845,Irinotecan,D0568,Enasidenib,Affected cellular transport
D0845,Irinotecan,D0568,Enasidenib,Affected cellular transport
D0894,Lapatinib,D0568,Enasidenib,Affected cellular transport
D0963,Lusutrombopag,D0568,Enasidenib,Affected cellular transport
D1140,Niraparib,D0568,Enasidenib,Affected cellular transport
D1190,Osimertinib,D0568,Enasidenib,Affected cellular transport
D1211,Ozanimod,D0568,Enasidenib,Affected cellular transport
D1227,Paritaprevir,D0568,Enasidenib,Affected cellular transport
D1232,Pazopanib,D0568,Enasidenib,Affected cellular transport
D1301,Pitavastatin,D0568,Enasidenib,Affected cellular transport
D1301,Pitavastatin,D0568,Enasidenib,Affected cellular transport
D1301,Pitavastatin,D0568,Enasidenib,Affected cellular transport
D1329,Pravastatin,D0568,Enasidenib,Affected cellular transport
D1329,Pravastatin,D0568,Enasidenib,Affected cellular transport
D1329,Pravastatin,D0568,Enasidenib,Affected cellular transport
D1400,Rifampicin,D0568,Enasidenib,Affected cellular transport
D1400,Rifampicin,D0568,Enasidenib,Affected cellular transport
D1400,Rifampicin,D0568,Enasidenib,Affected cellular transport
D1407,Rimegepant,D0568,Enasidenib,Affected cellular transport
D1407,Rimegepant,D0568,Enasidenib,Affected cellular transport
D1407,Rimegepant,D0568,Enasidenib,Affected cellular transport
D1408,Riociguat,D0568,Enasidenib,Affected cellular transport
D1417,Rivaroxaban,D0568,Enasidenib,Affected cellular transport
D1432,Rucaparib,D0568,Enasidenib,Affected cellular transport
D1473,Simvastatin,D0568,Enasidenib,Affected cellular transport
D1473,Simvastatin,D0568,Enasidenib,Affected cellular transport
D1517,Sulfasalazine,D0568,Enasidenib,Affected cellular transport
D1532,Talazoparib,D0568,Enasidenib,Affected cellular transport
D1556,Teriflunomide,D0568,Enasidenib,Affected cellular transport
D1610,Topotecan,D0568,Enasidenib,Affected cellular transport
D0251,Capmatinib,D1663,Ubrogepant,Affected cellular transport
D0251,Capmatinib,D1663,Ubrogepant,Affected cellular transport
D0402,Cyclosporine,D1663,Ubrogepant,Affected cellular transport
D0402,Cyclosporine,D1663,Ubrogepant,Affected cellular transport
D0425,Darolutamide,D1663,Ubrogepant,Affected cellular transport
D0561,Eltrombopag,D1663,Ubrogepant,Affected cellular transport
D0562,Eluxadoline,D1663,Ubrogepant,Affected cellular transport
D0569,Encorafenib,D1663,Ubrogepant,Affected cellular transport
D0699,Fostamatinib,D1663,Ubrogepant,Affected cellular transport
D0699,Fostamatinib,D1663,Ubrogepant,Affected cellular transport
D0713,Gefitinib,D1663,Ubrogepant,Affected cellular transport
D0720,Gilteritinib,D1663,Ubrogepant,Affected cellular transport
D0726,Glecaprevir,D1663,Ubrogepant,Affected cellular transport
D0726,Glecaprevir,D1663,Ubrogepant,Affected cellular transport
D0785,Ibrutinib,D1663,Ubrogepant,Affected cellular transport
D0785,Ibrutinib,D1663,Ubrogepant,Affected cellular transport
D0897,Lasmiditan,D1663,Ubrogepant,Affected cellular transport
D0897,Lasmiditan,D1663,Ubrogepant,Affected cellular transport
D1062,Midostaurin,D1663,Ubrogepant,Affected cellular transport
D1353,Propafenone,D1663,Ubrogepant,Affected cellular transport
D1353,Propafenone,D1663,Ubrogepant,Affected cellular transport
D1387,Regorafenib,D1663,Ubrogepant,Affected cellular transport
D1437,Safinamide,D1663,Ubrogepant,Affected cellular transport
D1471,Simeprevir,D1663,Ubrogepant,Affected cellular transport
D1471,Simeprevir,D1663,Ubrogepant,Affected cellular transport
D1539,Tedizolid,D1663,Ubrogepant,Affected cellular transport
D1556,Teriflunomide,D1663,Ubrogepant,Affected cellular transport
D0116,Atazanavir,D0963,Lusutrombopag,Affected cellular transport
D0251,Capmatinib,D0963,Lusutrombopag,Affected cellular transport
D0251,Capmatinib,D0963,Lusutrombopag,Affected cellular transport
D0402,Cyclosporine,D0963,Lusutrombopag,Affected cellular transport
D0402,Cyclosporine,D0963,Lusutrombopag,Affected cellular transport
D0425,Darolutamide,D0963,Lusutrombopag,Affected cellular transport
D0439,Delavirdine,D0963,Lusutrombopag,Affected cellular transport
D0628,Etravirine,D0963,Lusutrombopag,Affected cellular transport
D0628,Etravirine,D0963,Lusutrombopag,Affected cellular transport
D0699,Fostamatinib,D0963,Lusutrombopag,Affected cellular transport
D0699,Fostamatinib,D0963,Lusutrombopag,Affected cellular transport
D0700,Fostemsavir,D0963,Lusutrombopag,Affected cellular transport
D0713,Gefitinib,D0963,Lusutrombopag,Affected cellular transport
D0720,Gilteritinib,D0963,Lusutrombopag,Affected cellular transport
D0725,Glasdegib,D0963,Lusutrombopag,Affected cellular transport
D0725,Glasdegib,D0963,Lusutrombopag,Affected cellular transport
D0785,Ibrutinib,D0963,Lusutrombopag,Affected cellular transport
D0785,Ibrutinib,D0963,Lusutrombopag,Affected cellular transport
D0867,Itraconazole,D0963,Lusutrombopag,Affected cellular transport
D0867,Itraconazole,D0963,Lusutrombopag,Affected cellular transport
D0963,Lusutrombopag,D0696,Fosnetupitant,Affected cellular transport
D0963,Lusutrombopag,D0696,Fosnetupitant,Affected cellular transport
D0963,Lusutrombopag,D0726,Glecaprevir,Affected cellular transport
D0963,Lusutrombopag,D0726,Glecaprevir,Affected cellular transport
D0963,Lusutrombopag,D1539,Tedizolid,Affected cellular transport
D1062,Midostaurin,D0963,Lusutrombopag,Affected cellular transport
D1119,Nelfinavir,D0963,Lusutrombopag,Affected cellular transport
D1119,Nelfinavir,D0963,Lusutrombopag,Affected cellular transport
D1130,Nicardipine,D0963,Lusutrombopag,Affected cellular transport
D1190,Osimertinib,D0963,Lusutrombopag,Affected cellular transport
D1214,Palbociclib,D0963,Lusutrombopag,Affected cellular transport
D1214,Palbociclib,D0963,Lusutrombopag,Affected cellular transport
D1348,Progesterone,D0963,Lusutrombopag,Affected cellular transport
D1348,Progesterone,D0963,Lusutrombopag,Affected cellular transport
D1353,Propafenone,D0963,Lusutrombopag,Affected cellular transport
D1353,Propafenone,D0963,Lusutrombopag,Affected cellular transport
D1387,Regorafenib,D0963,Lusutrombopag,Affected cellular transport
D1393,Reserpine,D0963,Lusutrombopag,Affected cellular transport
D1393,Reserpine,D0963,Lusutrombopag,Affected cellular transport
D1415,Ritonavir,D0963,Lusutrombopag,Affected cellular transport
D1415,Ritonavir,D0963,Lusutrombopag,Affected cellular transport
D1444,Saquinavir,D0963,Lusutrombopag,Affected cellular transport
D1444,Saquinavir,D0963,Lusutrombopag,Affected cellular transport
D1471,Simeprevir,D0963,Lusutrombopag,Affected cellular transport
D1471,Simeprevir,D0963,Lusutrombopag,Affected cellular transport
D1473,Simvastatin,D0963,Lusutrombopag,Affected cellular transport
D1473,Simvastatin,D0963,Lusutrombopag,Affected cellular transport
D1526,Tacrolimus,D0963,Lusutrombopag,Affected cellular transport
D1526,Tacrolimus,D0963,Lusutrombopag,Affected cellular transport
D1528,Tafamidis,D0963,Lusutrombopag,Affected cellular transport
D1556,Teriflunomide,D0963,Lusutrombopag,Affected cellular transport
D1558,Testosterone,D0963,Lusutrombopag,Affected cellular transport
D0439,Delavirdine,D1532,Talazoparib,Affected cellular transport
D0562,Eluxadoline,D1532,Talazoparib,Affected cellular transport
D0713,Gefitinib,D1532,Talazoparib,Affected cellular transport
D0785,Ibrutinib,D1532,Talazoparib,Affected cellular transport
D0785,Ibrutinib,D1532,Talazoparib,Affected cellular transport
D1062,Midostaurin,D1532,Talazoparib,Affected cellular transport
D1119,Nelfinavir,D1532,Talazoparib,Affected cellular transport
D1119,Nelfinavir,D1532,Talazoparib,Affected cellular transport
D1136,Nilotinib,D1532,Talazoparib,Affected cellular transport
D1136,Nilotinib,D1532,Talazoparib,Affected cellular transport
D1190,Osimertinib,D1532,Talazoparib,Affected cellular transport
D1214,Palbociclib,D1532,Talazoparib,Affected cellular transport
D1214,Palbociclib,D1532,Talazoparib,Affected cellular transport
D1387,Regorafenib,D1532,Talazoparib,Affected cellular transport
D1393,Reserpine,D1532,Talazoparib,Affected cellular transport
D1393,Reserpine,D1532,Talazoparib,Affected cellular transport
D1437,Safinamide,D1532,Talazoparib,Affected cellular transport
D1471,Simeprevir,D1532,Talazoparib,Affected cellular transport
D1471,Simeprevir,D1532,Talazoparib,Affected cellular transport
D1473,Simvastatin,D1532,Talazoparib,Affected cellular transport
D1473,Simvastatin,D1532,Talazoparib,Affected cellular transport
D1497,Sorafenib,D1532,Talazoparib,Affected cellular transport
D1497,Sorafenib,D1532,Talazoparib,Affected cellular transport
D1526,Tacrolimus,D1532,Talazoparib,Affected cellular transport
D1526,Tacrolimus,D1532,Talazoparib,Affected cellular transport
D1532,Talazoparib,D0251,Capmatinib,Affected cellular transport
D1532,Talazoparib,D0251,Capmatinib,Affected cellular transport
D1532,Talazoparib,D0425,Darolutamide,Affected cellular transport
D1532,Talazoparib,D0696,Fosnetupitant,Affected cellular transport
D1532,Talazoparib,D0696,Fosnetupitant,Affected cellular transport
D1532,Talazoparib,D0720,Gilteritinib,Affected cellular transport
D1532,Talazoparib,D0725,Glasdegib,Affected cellular transport
D1532,Talazoparib,D0725,Glasdegib,Affected cellular transport
D1532,Talazoparib,D0726,Glecaprevir,Affected cellular transport
D1532,Talazoparib,D0726,Glecaprevir,Affected cellular transport
D1532,Talazoparib,D1432,Rucaparib,Affected cellular transport
D1532,Talazoparib,D1432,Rucaparib,Affected cellular transport
D1532,Talazoparib,D1539,Tedizolid,Affected cellular transport
D0026,Afatinib,D0897,Lasmiditan,Affected cellular transport
D0026,Afatinib,D0897,Lasmiditan,Affected cellular transport
D0096,Apixaban,D0897,Lasmiditan,Affected cellular transport
D0096,Apixaban,D0897,Lasmiditan,Affected cellular transport
D0109,Artesunate,D0897,Lasmiditan,Affected cellular transport
D0109,Artesunate,D0897,Lasmiditan,Affected cellular transport
D0227,Cabazitaxel,D0897,Lasmiditan,Affected cellular transport
D0227,Cabazitaxel,D0897,Lasmiditan,Affected cellular transport
D0348,Cladribine,D0897,Lasmiditan,Affected cellular transport
D0402,Cyclosporine,D0897,Lasmiditan,Affected cellular transport
D0402,Cyclosporine,D0897,Lasmiditan,Affected cellular transport
D0430,Daunorubicin (liposomal),D0897,Lasmiditan,Affected cellular transport
D0430,Daunorubicin (liposomal),D0897,Lasmiditan,Affected cellular transport
D0429,Daunorubicin,D0897,Lasmiditan,Affected cellular transport
D0429,Daunorubicin,D0897,Lasmiditan,Affected cellular transport
D0511,Docetaxel,D0897,Lasmiditan,Affected cellular transport
D0511,Docetaxel,D0897,Lasmiditan,Affected cellular transport
D0528,Doxorubicin,D0897,Lasmiditan,Affected cellular transport
D0528,Doxorubicin,D0897,Lasmiditan,Affected cellular transport
D0561,Eltrombopag,D0897,Lasmiditan,Affected cellular transport
D0565,Empagliflozin,D0897,Lasmiditan,Affected cellular transport
D0565,Empagliflozin,D0897,Lasmiditan,Affected cellular transport
D0595,Erlotinib,D0897,Lasmiditan,Affected cellular transport
D0595,Erlotinib,D0897,Lasmiditan,Affected cellular transport
D0597,Erythromycin,D0897,Lasmiditan,Affected cellular transport
D0597,Erythromycin,D0897,Lasmiditan,Affected cellular transport
D0627,Etoposide,D0897,Lasmiditan,Affected cellular transport
D0627,Etoposide,D0897,Lasmiditan,Affected cellular transport
D0788,Idarubicin,D0897,Lasmiditan,Affected cellular transport
